"blkgrp","blkgrps","population","households","land_acres","ht_ami","ht_80ami","ht_nmi","h_ami","h_80ami","h_nmi","t_ami","t_80ami","t_nmi","co2_per_hh_local","co2_per_acre_local","autos_per_hh_ami","autos_per_hh_80ami","autos_per_hh_nmi","vmt_per_hh_ami","vmt_per_hh_80ami","vmt_per_hh_nmi","pct_transit_commuters_ami","pct_transit_commuters_80ami","pct_transit_commuters_nmi","t_cost_ami","t_cost_80ami","t_cost_nmi","auto_ownership_cost_ami","auto_ownership_cost_80ami","auto_ownership_cost_nmi","vmt_cost_ami","vmt_cost_80ami","vmt_cost_nmi","transit_cost_ami","transit_cost_80ami","transit_cost_nmi","transit_trips_ami","transit_trips_80ami","transit_trips_nmi","compact_ndx","emp_ovrll_ndx","res_density","gross_hh_density","hh_gravity","frac_sfd","emp_gravity","emp_ndx","block_size","intersection_density","avg_block_perimeter_meters","h_cost","median_smoc","median_gross_rent","pct_owner_occupied_hu","pct_renter_occupied_hu"
"""360010004033""",1,1009,426,53.18,42,49,47,25,32,29,17,17,18,NA,NA,1.36,1,1,15345,13619,15478,9,9,10,10293,8660,9849,7783,6423,7309,2372,2104,2391,138,133,149,135,130,145,8.2,9.8,6.99,8.01,26419,53,55242,88,3,385,487,1308,1840,962,39,61
"""360010140023""",1,898,405,193.67,43,50,49,24,29,27,20,21,22,8.26,17.28,1.61,1,2,19593,17387,19868,4,4,4,12293,10440,11847,9206,7697,8717,3028,2686,3069,59,58,61,58,56,59,5.5,9.7,4.73,2.09,21093,74,47395,88,11,135,826,1223,1385,874,68,32
"""360010016004""",1,1247,494,62.49,44,52,51,27,34,31,17,18,19,7.13,56.37,1.41,1,1,16606,14514,16847,8,8,8,10739,9014,10318,8055,6659,7592,2566,2242,2603,117,113,123,115,110,120,8,9.8,8.11,7.91,30286,43,56545,88,5,328,626,1413,1682,1135,51,49
"""360010022002""",1,1101,597,28.28,30,34,34,15,19,18,15,15,16,4.92,103.92,1.19,1,1,13594,11490,13839,13,12,14,9063,7474,8689,6766,5524,6338,2101,1775,2138,195,175,213,191,171,208,9.3,9.9,21.14,21.11,30587,2,77872,88,4,430,539,794,NA,794,30,70
"""360010140021""",1,797,254,79.28,41,47,46,22,27,25,19,20,21,9.22,29.54,1.57,1,2,18802,16690,19039,4,4,5,11951,10152,11486,8980,7512,8475,2906,2578,2941,65,62,70,63,60,68,6.5,9.5,4.35,3.2,18491,69,47530,88,6,299,675,1125,1394,712,61,39
"""360010006001""",1,592,180,26.45,33,38,37,17,22,20,15,16,17,5.62,38.22,1.24,1,1,14469,12298,14731,15,13,16,9513,7934,9134,7060,5835,6627,2236,1900,2276,217,200,231,212,195,226,8.8,9.8,11.22,6.81,32156,16,76981,89,4,387,628,900,NA,900,43,57
"""360010015001""",1,1071,733,41.8,27,31,31,14,18,16,13,14,15,4.16,72.94,1.1,1,1,11588,9861,11718,18,17,19,8356,6959,7920,6291,5178,5819,1791,1523,1810,274,257,290,268,251,283,9.5,9.8,35.54,17.53,33709,1,67890,88,5,291,637,728,NA,728,2,98
"""360010025003""",1,592,221,46.24,27,31,31,14,17,16,13,14,15,NA,NA,1.1,1,1,11250,9643,11341,16,15,18,8278,6920,7826,6297,5205,5813,1739,1490,1752,241,226,261,236,220,255,9.6,9.8,11.91,4.78,24451,0,67482,88,3,637,412,725,NA,725,0,100
"""360830413005""",1,659,178,81.69,43,50,48,25,31,29,18,19,20,7.67,16.72,1.47,1,1,17410,14995,17697,7,7,8,11239,9531,10771,8408,7083,7890,2691,2316,2734,141,132,147,137,128,144,8.4,8.4,7.28,2.18,19225,18,28383,88,7,243,687,1280,1495,1127,42,58
"""360830519014""",1,536,241,6054.1,57,67,65,30,37,35,27,30,30,10.88,0.43,2.25,2,2,25744,22855,26175,0,0,0,16834,14846,16215,12855,11315,12172,3979,3531,4044,0,0,0,0,0,0,0.1,4.4,0.29,0.04,4297,100,4427,84,168,7,4042,1551,1551,NA,98,2
"""360830402001""",1,636,322,47.83,36,41,41,18,22,20,18,19,20,5.7,38.34,1.5,1,1,16528,14374,16747,8,8,9,11285,9588,10792,8579,7224,8041,2554,2221,2587,151,143,163,148,139,159,8.8,5.9,8.46,6.73,15156,21,13332,87,3,361,614,920,1303,710,35,65
"""360830404001""",1,1082,431,77.77,37,43,42,20,25,23,17,18,19,5.84,32.34,1.42,1,1,15856,13659,16082,7,7,8,10695,9024,10224,8108,6787,7591,2450,2110,2484,136,127,148,133,124,145,9.1,8.1,8.54,5.54,18345,12,23252,88,3,346,526,1022,1305,894,31,69
"""360830410003""",1,1683,662,202.93,40,47,46,22,27,25,19,20,21,7.24,23.63,1.53,1,2,18028,15782,18290,6,6,7,11611,9904,11125,8706,7355,8174,2786,2438,2826,119,112,126,116,109,123,8.3,6.8,5.78,3.26,15823,19,19332,88,12,129,1034,1121,1459,950,34,66
"""360830407004""",1,1078,722,71.68,25,29,29,10,13,12,15,16,17,3.02,30.43,1.27,1,1,12798,10987,12929,14,13,15,9509,8015,9034,7264,6071,6747,1978,1697,1997,267,247,290,260,241,283,9.6,8.4,28.2,10.07,21190,0,30662,89,3,589,532,531,NA,531,6,94
"""360830402004""",1,1101,441,62.05,37,43,42,19,24,22,18,19,20,6.31,44.83,1.47,1,1,16161,13956,16392,8,8,9,11060,9370,10576,8410,7072,7879,2498,2156,2532,152,143,165,149,139,161,9,6.5,11.54,7.11,16806,15,15585,87,3,329,510,1008,1350,832,34,66
"""360830408002""",1,948,488,48.41,37,43,42,21,26,24,16,17,18,5.37,54.11,1.36,1,1,13655,11710,13831,9,8,10,10011,8392,9568,7737,6433,7244,2110,1809,2137,163,150,187,160,146,182,9.5,8.1,22.75,10.08,21203,2,29096,89,2,620,399,1097,2075,788,24,76
"""360930325021""",1,1714,664,871.43,51,60,58,28,35,33,23,25,25,9.52,7.26,1.87,2,2,22863,20384,23200,1,1,1,14207,12259,13697,10656,9094,10093,3533,3149,3584,18,16,20,18,15,19,3.4,6.8,1.57,0.76,7169,83,8357,85,24,46,1400,1470,1625,925,78,22
"""360010139011""",1,953,369,298.45,48,56,55,27,34,31,21,23,24,9.14,11.3,1.76,2,2,20586,18189,20913,1,0,1,13237,11245,12819,10047,8435,9572,3182,2810,3231,8,0,17,8,0,16,2.9,9.2,3.07,1.24,15164,95,41700,89,10,127,1084,1393,1436,853,93,7
"""360010132004""",1,873,386,49.31,37,43,42,20,25,23,17,18,19,6.29,49.26,1.44,1,1,15805,13778,16012,8,7,8,10761,9064,10308,8206,6831,7712,2443,2128,2474,112,105,123,109,103,120,9,8.2,8.78,7.83,21024,16,27507,88,3,350,719,1020,1290,886,33,67
"""360910612004""",1,820,227,47.1,29,33,33,11,13,12,18,20,20,3.49,16.81,1.5,1,1,18821,16506,19071,5,5,6,11509,9912,10976,8560,7325,7986,2909,2550,2946,41,37,44,40,36,43,7.9,6.9,5.41,4.82,10429,17,18867,88,47,149,2013,547,NA,547,21,79
"""360830405002""",1,1089,490,97.76,37,43,42,19,24,22,18,19,20,6.51,32.65,1.46,1,1,16749,14506,16984,6,6,7,11033,9346,10564,8325,6996,7808,2588,2241,2624,120,109,131,117,106,128,8.6,8.3,8.29,5.01,18881,19,28432,88,7,242,731,993,1592,691,33,67
"""360830407002""",1,939,432,88.8,31,35,34,15,19,18,15,16,17,4.01,19.53,1.27,1,1,12500,10861,12583,13,12,14,9419,7972,8922,7241,6059,6714,1932,1678,1944,246,236,265,240,230,259,9.6,8.4,18.79,4.87,21379,6,30518,89,2,512,434,801,NA,801,2,98
"""360830403001""",1,820,346,56.67,41,48,46,22,28,26,19,20,21,6.96,42.52,1.54,1,2,17564,15335,17801,7,6,7,11626,9875,11148,8788,7390,8265,2715,2369,2750,124,115,133,121,113,130,8.2,7.4,10.21,6.11,17867,34,19520,88,4,339,611,1151,1500,867,45,55
"""360910609022""",1,547,217,350.3,49,58,56,26,33,30,23,25,26,9.79,6.07,1.89,2,2,23150,20509,23510,0,0,0,14370,12509,13800,10791,9341,10167,3578,3168,3632,1,0,2,1,0,2,5.1,2.7,1.88,0.62,2910,62,3042,83,13,106,863,1354,1539,869,72,28
"""360910610002""",1,370,183,71.45,43,51,49,25,31,28,19,20,21,6.96,17.82,1.55,1,2,18071,15747,18326,5,5,6,11657,9936,11151,8823,7465,8274,2793,2433,2831,42,38,45,41,37,44,8.3,6.9,7.58,2.56,10856,28,18870,88,4,439,640,1279,1783,905,43,57
"""360830413001""",1,988,315,190.13,35,41,40,17,21,20,18,19,20,5.46,9.04,1.48,1,1,17797,15517,18045,6,5,6,11327,9658,10834,8469,7160,7934,2750,2397,2788,107,101,112,104,98,110,8.3,8.4,5.23,1.66,17616,22,25733,88,13,195,805,889,NA,889,32,68
"""360830517022""",1,1519,566,584.46,48,56,54,25,31,29,23,25,25,9.53,9.22,1.83,2,2,23200,20769,23507,0,0,1,14019,12226,13441,10424,9013,9799,3586,3209,3631,9,4,11,9,4,10,5.1,4.9,1.76,0.97,3559,69,3259,82,20,84,1158,1307,1660,743,61,39
"""360830402002""",1,1273,567,42.34,36,41,40,18,22,21,18,19,19,5.7,76.38,1.46,1,1,15897,13778,16103,9,8,9,10948,9293,10451,8329,7015,7786,2457,2129,2488,163,150,177,159,146,173,9.1,6.1,16.31,13.39,15693,13,13885,87,4,318,485,933,1518,739,25,75
"""360830405001""",1,1108,342,108.07,32,36,36,14,17,16,18,19,20,6.71,21.25,1.46,1,1,16884,14768,17086,4,3,4,11022,9378,10527,8341,7031,7806,2609,2281,2640,72,66,81,70,64,79,8.6,8.2,5.86,3.16,18098,18,23931,88,11,154,874,726,1297,568,22,78
"""360830402006""",1,493,207,87.95,NA,NA,NA,NA,NA,NA,22,23,24,8.68,20.42,1.81,2,2,20920,18328,21266,4,4,4,13651,11670,13176,10338,8766,9807,3233,2831,3285,80,73,84,78,71,82,4.8,6.1,6.46,2.35,15546,74,13824,87,7,218,723,NA,NA,NA,85,15
"""360010007004""",1,1169,372,36.8,32,36,36,17,21,20,15,15,16,4.93,49.84,1.2,1,1,13243,11338,13424,12,11,13,9074,7569,8658,6845,5650,6387,2047,1752,2074,182,167,198,178,163,193,9.2,9.9,10.41,10.11,30522,9,81252,89,6,296,714,882,NA,882,18,82
"""360010133002""",1,1246,468,49.23,44,51,50,25,32,29,18,19,20,7.91,75.19,1.52,1,2,17254,15057,17515,7,6,7,11465,9634,11045,8698,7215,8230,2667,2326,2706,100,93,109,97,91,106,8.1,8.4,9.43,9.51,20847,34,27190,88,3,481,447,1315,1671,813,59,41
"""360010132005""",1,740,465,43.71,32,37,37,16,20,18,17,18,18,4.23,45.02,1.4,1,1,14745,12892,14899,7,7,8,10377,8739,9906,7990,6646,7484,2279,1992,2302,107,102,120,105,99,117,9.3,8.3,25.95,10.64,21243,11,28269,88,3,469,422,817,1333,686,20,80
"""360010140024""",1,1098,448,117.77,39,45,44,21,26,24,18,19,20,7.84,29.83,1.47,1,1,17482,15444,17708,5,5,6,11176,9445,10729,8396,6985,7909,2702,2386,2736,78,74,84,76,72,82,7.7,9.6,5.18,3.8,20845,47,48509,88,6,207,743,1080,1375,811,48,52
"""360010144021""",1,1809,741,422.86,44,51,50,22,28,25,22,24,24,9.36,16.4,1.77,2,2,22627,20166,22943,1,1,1,13608,11820,13053,10098,8696,9494,3497,3115,3544,13,8,15,13,8,14,5.7,5.4,3.43,1.75,4245,57,3792,83,23,67,1431,1144,1347,875,57,43
"""360010140022""",1,1547,685,197.06,47,55,53,27,33,31,20,22,23,7.84,27.27,1.67,1,2,19962,17606,20278,3,2,3,12672,10741,12244,9548,7988,9067,3085,2720,3133,39,33,44,38,32,43,4.8,9.4,3.95,3.48,18241,77,44865,89,9,221,891,1377,1424,1188,80,20
"""360010025002""",1,514,230,23.3,29,33,32,15,19,17,13,14,15,3.35,33.1,1.1,1,1,12123,10298,12282,16,15,18,8368,6922,7973,6254,5109,5812,1874,1591,1897,240,222,263,235,216,257,9.6,9.8,18.12,9.87,24394,0,66238,88,2,1401,326,783,NA,783,22,78
"""360010026001""",1,2281,661,75.76,35,41,40,19,23,22,16,17,18,6.69,58.36,1.34,1,1,15845,14037,15998,9,8,9,10224,8596,9780,7644,6301,7171,2449,2168,2471,131,127,138,128,124,134,8.3,9.9,8.93,8.72,27554,44,59684,88,6,296,668,966,1006,945,34,66
"""360010004031""",1,994,466,135.41,44,51,50,26,32,29,18,19,20,6.96,23.95,1.49,1,1,17263,15160,17514,9,9,10,11302,9565,10887,8496,7095,8033,2668,2342,2706,139,128,148,135,125,144,6.4,9.7,5.25,3.44,26570,63,55065,88,10,185,740,1324,1539,963,63,37
"""360010005014""",1,1298,556,36.01,36,42,40,21,26,24,15,16,17,5.49,84.72,1.23,1,1,13996,12038,14204,15,14,16,9388,7842,8980,7000,5774,6546,2163,1860,2194,225,209,239,219,204,233,9,9.8,18.23,15.44,29201,16,56343,88,5,480,633,1070,1847,745,29,71
"""360010022001""",1,1323,862,33.1,33,38,37,18,23,21,14,15,16,4.73,123.25,1.15,1,1,13284,11264,13503,14,13,16,8862,7301,8482,6594,5365,6164,2053,1740,2086,215,196,233,210,191,227,9.3,9.9,26.63,26.04,30573,3,78112,88,4,367,574,957,1380,802,27,73
"""360930320005""",1,768,279,85.41,53,62,60,31,39,36,22,23,25,9.77,31.93,1.82,2,2,21046,18526,21382,1,1,2,13632,11543,13208,10362,8668,9884,3253,2862,3303,17,13,21,17,12,21,2.8,8.2,4.11,3.27,17659,100,21928,88,5,225,641,1606,1606,NA,100,0
"""360010138016""",1,1955,790,589.44,52,62,60,30,37,34,23,24,25,9.8,13.14,1.88,2,2,22198,19718,22541,2,2,2,14184,12177,13705,10724,9106,10191,3431,3046,3482,29,25,32,29,24,31,2.7,7,1.89,1.34,11686,91,14667,87,19,79,1113,1542,1542,NA,87,13
"""360010140013""",1,676,287,256.48,46,53,52,25,32,29,20,22,23,8.51,9.52,1.68,1,2,19532,17309,19811,5,4,5,12661,10774,12226,9573,8039,9087,3019,2674,3061,70,61,78,68,60,76,4.8,9.2,3.63,1.12,15922,82,45837,89,7,200,710,1312,1364,1109,79,21
"""360010014003""",1,698,491,114.19,26,29,29,12,15,14,13,14,14,3.53,15.16,1.1,1,1,11135,9501,11238,17,16,18,8243,6886,7805,6269,5182,5799,1721,1468,1736,253,237,270,247,231,264,9.6,9.9,25.82,4.3,32420,0,81408,89,4,381,629,643,NA,643,0,100
"""360010145022""",1,1511,603,9993.16,56,66,64,30,38,35,26,29,29,10.88,0.66,2.17,2,2,25404,22559,25819,0,0,0,16296,14355,15684,12370,10870,11695,3926,3485,3989,0,0,0,0,0,0,0.7,3.7,0.27,0.06,3857,88,4300,84,130,9,2987,1559,1655,675,90,10
"""360010137061""",1,2165,766,677.64,66,79,76,44,56,51,22,23,25,9.73,11,1.81,2,2,21678,19260,22021,1,1,1,13665,11627,13234,10305,8644,9822,3350,2975,3402,9,8,10,9,8,10,2.1,9.5,1.32,1.13,17375,100,34422,87,18,111,1010,2308,2347,1727,94,6
"""360010135081""",1,1682,554,1207.04,68,81,78,44,54,50,25,27,28,12,5.51,2.03,2,2,24622,21775,25015,0,0,0,15396,13440,14831,11591,10076,10967,3805,3364,3864,0,0,0,0,0,0,1.1,6.3,1.72,0.46,8426,95,10684,86,55,45,2621,2260,2351,1116,93,7
"""360010134003""",1,715,435,212.72,38,44,43,20,25,23,18,19,20,5.64,11.53,1.51,1,1,16911,14730,17154,5,5,6,11337,9598,10868,8643,7245,8131,2614,2276,2650,80,77,87,78,75,85,8.7,7,8,2.04,19351,19,23585,89,3,289,686,1029,1344,817,40,60
"""360010137054""",1,1775,720,352.38,38,44,43,17,22,20,21,22,23,8.99,18.37,1.7,1,2,20584,18156,20932,3,2,3,12931,10977,12508,9711,8137,9234,3181,2805,3234,39,36,40,38,35,39,3.9,9.6,2.85,2.04,19726,78,42472,88,18,78,1223,893,NA,893,84,16
"""360010137072""",1,2042,864,644.94,61,72,70,39,48,45,23,24,25,9.32,12.49,1.87,2,2,21982,19439,22351,0,0,0,14057,11985,13616,10655,8980,10157,3397,3003,3453,5,2,6,5,2,6,1.8,8.8,1.76,1.34,15982,99,30195,88,15,108,1063,2009,2009,NA,98,2
"""360010003003""",1,1515,791,528.28,37,43,42,19,24,22,18,19,20,6.48,9.71,1.45,1,1,17811,15862,18018,4,4,4,11097,9385,10650,8283,6873,7802,2753,2451,2784,61,62,65,60,61,63,7.8,9.7,4.92,1.5,21558,40,47749,88,10,91,932,996,NA,996,40,60
"""360010146151""",1,2897,1246,1448.56,47,55,53,28,35,32,19,20,21,7.72,6.64,1.5,1,1,19287,17240,19505,3,3,3,11589,9964,11074,8565,7257,8014,2981,2663,3013,43,44,46,42,43,45,8,7.1,6.59,0.86,9848,20,14261,87,39,33,1606,1453,2808,1137,19,81
"""360010136021""",1,907,452,1001.03,36,42,41,18,22,20,19,20,21,7.59,3.43,1.53,1,2,18256,16356,18423,4,4,4,11637,9993,11113,8755,7403,8202,2821,2527,2846,61,62,65,59,61,63,8.1,7.4,13.81,0.45,14000,32,23806,88,13,65,1188,918,1135,851,24,76
"""360010026004""",1,759,346,677.6,29,32,32,11,14,13,17,18,19,6.98,3.56,1.39,1,1,17905,15389,18280,9,8,9,10852,9133,10450,7957,6639,7492,2767,2377,2824,127,117,135,124,114,132,8.1,9.5,3.7,0.51,16358,5,31062,87,16,82,1401,576,NA,576,47,53
"""360010127002""",1,539,272,93.07,35,39,39,16,20,18,19,20,21,6.45,18.84,1.54,1,2,17465,14843,17824,5,5,6,11554,9726,11120,8777,7362,8281,2699,2293,2754,79,70,85,77,69,83,8.5,6.9,7.7,2.92,17576,11,16750,87,3,241,665,829,780,894,57,43
"""360010137031""",1,2568,576,3986.59,57,67,65,34,43,39,23,24,25,9.49,1.37,1.86,2,2,22398,20123,22708,0,0,0,14084,12076,13630,10619,8967,10116,3462,3109,3508,3,1,6,3,1,6,2.4,9.1,1.22,0.14,10288,89,29694,88,28,39,1262,1773,1883,1092,86,14
"""360010129001""",1,1397,509,217.87,40,47,45,22,27,25,18,19,20,7.47,17.45,1.5,1,1,17824,15553,18093,4,4,4,11381,9680,10892,8569,7225,8035,2755,2403,2795,57,53,63,56,51,61,8.7,6.8,4.89,2.34,13334,10,12887,86,9,159,1311,1135,1393,1032,28,72
"""360010128001""",1,742,347,231.49,34,39,39,17,21,19,18,19,19,6.06,9.08,1.44,1,1,16905,14795,17119,7,7,8,10933,9306,10432,8211,6913,7675,2613,2286,2645,109,108,113,107,105,110,8.8,7.7,4.9,1.5,18552,13,18678,87,8,185,1161,863,1023,816,22,78
"""360010143011""",1,920,385,2112.02,50,59,57,26,33,30,24,26,27,10.49,1.91,1.94,2,2,24287,21543,24678,0,0,0,14853,12986,14282,11098,9658,10469,3753,3328,3812,1,0,1,1,0,1,2.7,6.7,0.75,0.18,4059,75,5509,83,53,34,1811,1366,1539,675,80,20
"""360010001001""",1,918,368,496.83,36,42,41,18,23,21,18,19,20,6.46,4.78,1.43,1,1,17471,15385,17712,6,6,7,10980,9277,10543,8188,6813,7709,2700,2377,2736,91,87,98,89,85,95,8.1,9.5,6.42,0.74,18804,27,44338,88,8,152,998,958,1043,897,42,58
"""360010146132""",1,1589,501,5515.43,60,71,68,35,44,41,25,27,28,11.16,1.01,2.03,2,2,24528,21750,24941,0,0,0,15368,13360,14840,11570,9995,10982,3791,3360,3853,7,5,5,6,4,5,1.8,4.5,0.38,0.09,4988,72,5920,85,97,12,2344,1836,1836,NA,87,13
"""360010145012""",1,350,162,3060.29,63,75,72,40,50,47,23,25,26,9.48,0.5,1.88,2,2,23351,20824,23691,1,1,1,14339,12493,13793,10719,9264,10123,3609,3217,3660,12,12,10,11,12,10,3.2,7.8,0.08,0.05,7293,66,10607,85,122,10,2883,2089,2660,946,67,33
"""360010146061""",1,600,217,323.04,58,68,66,34,42,39,24,26,27,10.89,7.31,2.01,2,2,23874,21190,24279,1,1,1,15185,13085,14699,11479,9797,10932,3690,3274,3751,17,14,15,16,14,15,1,5.8,0.95,0.67,8813,98,9315,86,32,69,1698,1750,1750,NA,100,0
"""360010148011""",1,2355,987,23888.1,53,62,60,27,33,31,26,28,29,10.59,0.44,2.14,2,2,25276,22415,25716,0,0,0,16114,14180,15514,12203,10718,11537,3906,3463,3973,4,0,3,4,0,3,0.7,5.1,0.32,0.04,2646,83,3110,82,133,8,2597,1386,1446,745,91,9
"""360010135061""",1,3098,1105,1359.49,51,59,58,30,37,35,21,22,23,8.78,7.14,1.69,1,2,20424,18023,20762,4,3,4,12869,10963,12434,9659,8127,9170,3156,2784,3208,54,51,56,52,50,55,5.8,8.3,1.84,0.81,16914,47,20131,87,21,68,1191,1557,1870,846,69,31
"""360010136011""",1,1324,662,352.76,39,46,45,20,25,23,20,21,22,7.68,14.42,1.62,1,2,18562,16397,18802,4,3,4,12148,10361,11663,9226,7776,8699,2869,2533,2905,54,52,59,53,51,58,7.8,6.7,4.34,1.88,17691,39,22663,89,7,120,785,1028,1311,781,47,53
"""360010146063""",1,2100,792,3810.95,60,70,68,35,44,41,24,26,27,10.65,2.21,1.99,2,2,24039,21436,24426,1,1,1,15102,13095,14589,11375,9772,10804,3715,3312,3773,12,11,11,12,11,11,1.8,5.5,0.77,0.21,6471,80,7122,85,78,24,2295,1832,1979,946,86,14
"""360010146072""",1,1504,635,811.52,57,67,65,34,43,40,23,25,26,9.61,7.52,1.89,2,2,22841,19987,23296,2,1,2,14319,12270,13869,10765,9163,10245,3530,3088,3599,24,19,24,24,18,24,3.2,6.3,1.43,0.78,9067,59,11337,86,32,77,1363,1779,1779,NA,93,7
"""360010011001""",1,1218,691,430.96,22,25,25,9,11,10,14,14,15,3.65,5.86,1.11,1,1,11877,10276,11976,17,16,18,8455,7104,8024,6363,5275,5899,1836,1588,1850,256,242,274,250,236,267,9.5,9.9,61.56,1.6,27585,2,73450,88,3,462,520,451,NA,451,9,91
"""360010025001""",1,873,418,67.38,19,22,22,6,7,7,14,14,15,3.32,20.6,1.15,1,1,11031,9483,11104,11,10,13,8439,7032,7991,6570,5415,6088,1705,1465,1715,165,152,187,161,148,183,9.7,9.7,26.96,6.2,23152,0,64569,89,2,959,403,307,NA,307,2,98
"""360010148031""",1,1541,643,21748.65,54,63,61,27,34,32,26,29,29,10.61,0.31,2.16,2,2,25342,22404,25806,0,0,0,16241,14281,15649,12320,10820,11658,3917,3461,3987,5,0,4,5,0,4,0.4,6.3,0.13,0.03,2690,85,3557,82,137,6,2947,1427,1427,NA,97,3
"""360010127003""",1,507,300,142.25,38,44,43,19,24,22,19,20,21,6.36,13.42,1.56,1,2,18299,15930,18580,4,4,4,11806,10043,11325,8917,7525,8390,2828,2461,2870,61,57,65,59,56,63,8.2,7.3,6.71,2.11,18400,25,18096,87,7,103,713,1001,1298,767,44,56
"""360010127001""",1,1263,657,139.07,43,50,48,25,31,29,18,19,19,6.51,30.78,1.47,1,1,16367,14242,16579,5,5,6,10978,9325,10473,8367,7049,7822,2529,2200,2561,81,76,89,79,74,87,9.1,6.4,6.8,4.72,16022,8,14068,87,5,166,1124,1293,1457,1252,20,80
"""360010129002""",1,593,370,90.27,23,25,25,6,7,7,17,18,18,3.74,15.34,1.38,1,1,15312,13312,15495,8,7,8,10342,8770,9829,7861,6607,7313,2366,2057,2394,114,107,122,111,104,119,9.4,7.1,25.5,4.1,16073,0,14637,87,5,383,567,308,NA,308,8,92
"""360010146075""",1,1095,429,2080.75,58,68,66,35,44,40,23,25,25,9.88,2.04,1.87,2,2,22450,20277,22722,0,0,0,14166,12212,13668,10696,9079,10158,3470,3132,3510,0,0,0,0,0,0,3.4,6.9,0.41,0.21,9231,83,15102,87,35,33,1585,1813,2060,1183,72,28
"""360010132001""",1,370,213,42.73,35,41,40,19,23,22,17,17,19,4.87,24.28,1.4,1,1,14976,12973,15173,7,7,7,10417,8719,9978,8003,6617,7523,2314,2004,2344,99,98,111,97,96,109,9.2,8.4,11.21,4.99,21414,13,30067,89,1,524,379,973,1339,739,39,61
"""360010148023""",1,855,376,15119.32,53,63,60,27,34,31,26,29,29,10.01,0.25,2.16,2,2,25243,22469,25663,0,0,0,16217,14305,15597,12308,10833,11626,3901,3471,3965,7,1,6,7,1,6,0.9,4.4,0.14,0.02,2382,84,2401,81,137,6,3085,1410,1482,933,87,13
"""360010004041""",1,5033,8,452.39,NA,NA,NA,NA,NA,NA,21,22,23,NA,NA,1.67,1,2,20490,17307,21059,8,6,8,12801,10840,12439,9520,8070,9064,3167,2674,3253,114,97,122,112,94,119,5.2,9.4,0.14,0.02,16259,19,48477,89,17,69,1215,NA,NA,NA,100,0
"""360010018012""",1,1519,720,209.52,50,58,57,31,38,36,19,20,21,7.59,26.08,1.56,1,2,18148,15996,18416,5,5,5,11758,9912,11354,8879,7372,8428,2805,2471,2845,75,69,82,73,67,80,5.7,9.8,5.13,3.44,26753,74,50988,87,9,186,1018,1596,1777,1133,72,28
"""360957402001""",1,1244,449,11091.7,51,60,58,26,32,30,25,28,28,10.65,0.43,2.08,2,2,25109,22562,25448,0,0,0,15759,13918,15122,11878,10432,11191,3881,3486,3931,0,0,0,0,0,0,2.1,3.9,0.37,0.04,2316,86,3039,83,89,11,2397,1343,1482,975,73,27
"""360910619014""",1,1208,620,4068.62,62,74,71,39,49,45,23,25,26,9.64,1.47,1.88,2,2,23647,21136,23959,0,0,0,14409,12657,13802,10754,9391,10100,3655,3265,3701,0,0,0,0,0,0,4.3,5.2,0.71,0.15,4738,65,5338,84,64,21,2230,2025,2522,1310,59,41
"""360910601013""",1,1012,248,6602.03,63,74,71,35,44,41,27,30,30,10.19,0.38,2.26,2,2,25917,23131,26324,0,0,0,16890,14934,16253,12884,11361,12186,4005,3573,4067,0,0,0,0,0,0,0.2,2.6,0.11,0.04,2863,98,2782,83,189,7,3415,1838,1838,NA,92,8
"""360830409001""",1,687,229,61.11,36,42,41,19,24,22,17,18,19,6.55,24.56,1.41,1,1,15350,13255,15565,8,7,9,10570,8917,10107,8049,6729,7541,2372,2048,2405,148,140,162,145,137,158,9.2,8,13.47,3.75,20656,10,27771,89,3,356,570,991,1315,857,29,71
"""360830522032""",1,1327,498,1320.82,37,42,41,12,15,14,25,27,27,11.21,4.23,2,2,2,24801,22225,25130,0,0,0,15278,13389,14682,11445,9955,10800,3833,3433,3882,0,0,0,0,0,0,2,4.7,0.87,0.38,5172,96,5394,84,46,50,1835,630,NA,630,79,21
"""360930202002""",1,1159,399,194.92,37,42,41,19,24,22,18,19,19,7.65,15.65,1.44,1,1,17144,14760,17424,7,7,8,10950,9269,10485,8202,6897,7689,2650,2280,2692,99,92,104,96,90,101,8.5,8.7,8.3,2.05,18694,14,32174,88,8,118,972,983,1231,836,37,63
"""360930203001""",1,631,261,92.02,32,37,36,15,19,18,16,17,18,4.81,13.63,1.36,1,1,14513,12607,14658,8,8,9,10131,8581,9645,7775,6529,7256,2243,1948,2265,113,105,125,110,102,122,9.1,8.7,9.35,2.84,19049,16,32173,88,4,243,626,802,1350,685,18,82
"""360930331023""",1,1133,385,11082.7,52,62,59,27,34,32,25,28,28,11.19,0.39,2.06,2,2,24790,22128,25174,0,0,0,15579,13736,14961,11742,10316,11067,3831,3419,3889,6,2,5,6,2,5,2.2,4.3,0.23,0.03,2194,75,2509,82,108,6,2783,1424,1526,1107,76,24
"""360930325022""",1,1854,597,909.28,55,65,63,31,39,36,24,26,27,10.61,6.96,1.96,2,2,23502,20796,23903,2,1,2,14825,12773,14333,11168,9540,10616,3632,3213,3693,25,20,25,24,20,25,1.4,7.2,1.39,0.66,7918,96,8857,85,27,56,1444,1619,1619,NA,97,3
