"blkgrp","blkgrps","population","households","land_acres","ht_ami","ht_80ami","ht_nmi","h_ami","h_80ami","h_nmi","t_ami","t_80ami","t_nmi","co2_per_hh_local","co2_per_acre_local","autos_per_hh_ami","autos_per_hh_80ami","autos_per_hh_nmi","vmt_per_hh_ami","vmt_per_hh_80ami","vmt_per_hh_nmi","pct_transit_commuters_ami","pct_transit_commuters_80ami","pct_transit_commuters_nmi","t_cost_ami","t_cost_80ami","t_cost_nmi","auto_ownership_cost_ami","auto_ownership_cost_80ami","auto_ownership_cost_nmi","vmt_cost_ami","vmt_cost_80ami","vmt_cost_nmi","transit_cost_ami","transit_cost_80ami","transit_cost_nmi","transit_trips_ami","transit_trips_80ami","transit_trips_nmi","compact_ndx","emp_ovrll_ndx","res_density","gross_hh_density","hh_gravity","frac_sfd","emp_gravity","emp_ndx","block_size","intersection_density","avg_block_perimeter_meters","h_cost","median_smoc","median_gross_rent","pct_owner_occupied_hu","pct_renter_occupied_hu"
"""360930322004""",1,702,419,338.02,42,49,48,22,27,25,21,22,23,6.14,7.61,1.68,1,2,20172,17325,20593,5,5,6,12797,10866,12367,9607,8127,9110,3118,2676,3181,72,63,75,70,62,73,5.9,8.3,6.15,1.24,16286,38,27514,88,13,70,1226,1139,1195,908,80,20
"""360930331012""",1,1471,553,8839.62,56,66,63,31,38,36,25,27,28,11.17,0.7,2.06,2,2,24740,21921,25152,0,0,0,15595,13696,15000,11771,10309,11114,3824,3386,3886,0,0,0,0,0,0,2,4.6,0.19,0.06,3564,76,4180,83,74,7,2263,1598,1753,747,85,15
"""360930324031""",1,845,358,1277.75,51,61,58,29,36,33,23,25,25,9.84,2.76,1.86,2,2,22607,19954,22951,0,0,0,14128,12278,13563,10629,9195,10011,3494,3083,3546,5,0,6,5,0,6,5.1,5.4,2.55,0.28,6815,64,8399,86,15,54,1269,1489,1676,1033,71,29
"""360930205005""",1,599,233,35.19,34,39,39,16,21,19,18,19,20,NA,NA,1.47,1,1,16919,14905,17095,6,6,6,11109,9407,10627,8417,7029,7902,2615,2303,2641,78,76,83,76,74,81,8.5,8.7,6.76,6.62,21668,34,30862,88,4,346,657,856,NA,856,35,65
"""360910613011""",1,2297,849,4950.26,72,86,82,47,59,54,25,27,28,10.55,1.81,2.08,2,2,24297,21448,24727,0,0,0,15642,13648,15086,11887,10334,11264,3755,3313,3820,1,0,1,1,0,1,1.4,3.4,0.6,0.17,4505,82,5510,85,59,21,2030,2443,2547,1165,92,8
"""360930331021""",1,1334,377,10820.56,69,82,78,42,53,49,26,29,29,12.96,0.45,2.17,2,2,25463,22725,25864,0,0,0,16315,14390,15692,12378,10879,11695,3935,3511,3996,2,0,1,2,0,1,0.7,4.4,0.24,0.03,2758,92,2969,82,116,5,2568,2197,2197,NA,88,12
"""360830521031""",1,944,361,20663.75,52,61,59,25,32,29,27,29,30,11.31,0.2,2.22,2,2,25522,22646,25969,0,0,0,16621,14689,15996,12670,11191,11979,3944,3498,4012,6,0,5,6,0,5,0.3,4.3,0.39,0.02,2333,83,2650,82,265,6,3376,1308,1338,983,92,8
"""360830519011""",1,1410,522,8715.3,49,57,55,24,30,27,25,28,28,10.93,0.65,2.05,2,2,24833,22223,25191,0,0,0,15561,13713,14939,11720,10280,11045,3838,3433,3892,3,0,2,3,0,2,2.3,3.8,0.82,0.06,2792,80,2986,82,85,11,2540,1228,1438,627,74,26
"""360830525014""",1,2166,777,10417.94,53,62,60,28,36,33,24,27,27,10.59,0.79,2,2,2,24504,21841,24878,0,0,0,15238,13385,14637,11444,10011,10789,3787,3374,3843,6,0,5,6,0,5,2.3,6,0.34,0.07,3956,79,4181,83,80,10,2800,1475,1710,688,77,23
"""360830525012""",1,1197,517,4842.59,57,67,65,32,40,37,25,27,28,9.56,1.02,2.03,2,2,24296,21725,24705,0,0,0,15339,13287,14842,11577,9924,11019,3755,3356,3817,8,7,7,7,7,6,1,6.3,0.75,0.11,5126,86,6452,84,82,13,2651,1673,1673,NA,93,7
"""360830522041""",1,2924,1098,6768.96,57,67,65,32,40,37,25,27,28,10.93,1.77,2.04,2,2,24726,21967,25120,0,0,0,15488,13572,14902,11664,10179,11020,3821,3394,3881,3,0,1,3,0,1,1.5,5.4,0.41,0.16,5078,87,4804,83,66,21,2053,1661,1761,1029,86,14
"""360830523011""",1,1574,628,2351.24,46,54,52,27,34,31,19,20,21,8.44,2.26,1.52,1,2,19150,17117,19369,4,4,4,11738,10091,11237,8706,7373,8168,2960,2644,2992,73,74,77,71,72,75,7.4,8.6,1.71,0.27,12978,31,21016,87,44,30,2109,1397,1271,1449,29,71
"""360830525013""",1,1913,692,4463.26,55,64,62,31,38,36,24,26,27,10.73,1.66,1.95,2,2,23881,21612,24211,0,0,0,14814,12842,14298,11117,9494,10552,3691,3339,3740,6,9,6,6,9,6,2.4,5.9,0.77,0.16,4052,88,4520,83,49,26,1770,1595,1571,1677,77,23
"""360830519023""",1,1630,596,5277.1,61,72,69,35,43,40,26,28,29,11.48,1.3,2.14,2,2,25384,22554,25802,0,0,0,16133,14172,15538,12208,10687,11552,3923,3484,3986,1,0,0,1,0,0,0.3,5.3,0.36,0.11,4446,97,4470,83,112,15,2898,1806,1806,NA,94,6
"""360830525023""",1,928,344,893.26,46,53,52,22,27,25,24,26,27,10.98,4.23,1.97,2,2,24070,21453,24455,1,1,1,14975,13026,14433,11227,9689,10628,3720,3314,3778,28,23,27,27,22,27,2.2,5.3,0.8,0.39,4106,83,3878,83,50,48,1848,1118,1118,NA,83,17
"""360830522011""",1,3040,1153,7577.09,55,64,62,30,38,35,24,27,27,10.78,1.64,2.01,2,2,23849,21299,24208,0,0,0,15186,13252,14628,11495,9961,10881,3686,3290,3740,5,1,6,5,1,6,1.8,4.6,0.4,0.15,5566,84,5333,84,102,17,2308,1573,1754,941,78,22
"""360830517012""",1,1315,526,21622.53,53,62,60,27,33,31,26,28,29,11.2,0.27,2.13,2,2,25044,22350,25431,0,0,0,16050,14197,15414,12174,10744,11480,3871,3453,3929,6,0,5,6,0,5,1.4,3.4,0.11,0.02,2844,78,2638,82,212,5,3500,1389,1611,636,77,23
"""360830526032""",1,1623,660,19505.23,49,57,55,23,29,26,26,29,29,10.85,0.37,2.14,2,2,25297,22546,25707,0,0,0,16146,14239,15527,12230,10756,11551,3910,3483,3971,7,0,5,6,0,5,1,4.3,0.13,0.03,2370,85,2564,82,135,7,2954,1188,1171,1292,86,14
"""360830521011""",1,815,334,13238.09,57,67,64,30,37,35,27,29,30,10.8,0.27,2.22,2,2,25471,22530,25937,0,0,0,16609,14646,15999,12665,11165,11986,3936,3481,4007,7,0,6,7,0,6,0.2,4.5,0.15,0.03,2742,84,2735,82,214,6,3648,1557,1557,NA,97,3
"""360830526031""",1,1268,522,17538.09,52,61,59,27,33,31,25,28,28,9.56,0.28,2.08,2,2,24833,22087,25243,1,0,1,15752,13905,15136,11903,10489,11226,3838,3412,3900,11,4,10,11,4,10,1.5,4.6,0.24,0.03,2617,72,2563,81,222,7,3386,1386,1509,935,79,21
"""360830525024""",1,795,292,1598.8,37,43,42,16,20,19,21,23,23,NA,NA,1.69,2,2,21778,19408,22126,3,3,3,13067,11255,12580,9648,8205,9107,3366,2998,3418,53,52,55,52,51,54,6.2,6.6,0.57,0.18,4981,34,6923,84,41,36,1649,839,NA,839,54,46
"""360830526012""",1,2212,862,16849.07,53,62,60,28,35,32,25,27,28,10.4,0.53,2.04,2,2,24551,21846,24953,1,1,1,15481,13543,14913,11672,10158,11043,3794,3375,3855,15,11,15,15,10,14,1.7,4.9,0.27,0.05,3165,78,3097,82,106,12,2506,1441,1542,975,82,18
"""360910613012""",1,1192,452,3789.97,75,90,86,52,65,60,23,25,26,9.03,1.08,1.92,2,2,23391,20783,23764,0,0,1,14601,12671,14076,10983,9459,10401,3615,3211,3671,3,1,4,3,1,4,3.2,5.2,0.93,0.12,5123,66,6591,85,68,26,2045,2684,2684,NA,75,25
"""360910620001""",1,3481,1152,2053.85,53,62,60,29,36,34,24,26,26,10.81,6.06,1.92,2,2,23737,21021,24114,0,0,0,14641,12763,14076,10971,9515,10349,3669,3247,3725,2,0,2,2,0,2,3.7,4.4,1.77,0.56,5113,71,4543,84,27,41,1376,1505,1681,884,78,22
"""360910627002""",1,2620,1130,1320.32,49,58,56,27,34,31,22,24,24,9.39,8.03,1.79,2,2,22384,19770,22711,1,0,1,13706,11940,13137,10242,8884,9623,3459,3054,3508,5,2,5,4,2,5,5.4,5.8,2.58,0.86,9497,56,8999,86,31,50,1718,1414,1666,1032,60,40
"""360910601012""",1,2434,977,4463.74,52,61,59,28,35,32,24,26,27,10.44,2.29,1.98,2,2,23878,20817,24364,0,0,0,14982,13084,14430,11288,9868,10662,3690,3216,3764,3,0,4,3,0,4,3.1,3,1.59,0.22,3696,48,3403,83,80,19,2371,1447,1586,652,85,15
"""360910601023""",1,2546,913,1275.3,54,63,61,29,36,34,25,27,28,11.46,8.2,2.03,2,2,24637,21777,25039,0,0,0,15409,13423,14851,11601,10058,10983,3808,3364,3868,0,0,0,0,0,0,1.5,4.1,1.35,0.72,6227,93,6916,86,28,50,1697,1508,1529,1111,95,5
"""360910616004""",1,1564,544,12229.15,63,74,71,36,45,42,27,29,30,11.78,0.52,2.21,2,2,25556,22694,25989,0,0,0,16546,14577,15934,12595,11071,11919,3950,3506,4015,1,0,0,1,0,0,0.3,3.9,0.07,0.04,3280,93,3102,83,127,4,2893,1875,1875,NA,95,5
"""360910614041""",1,2848,1012,3166.27,57,67,65,33,41,38,24,26,27,10.97,3.5,1.97,2,2,23880,21130,24304,1,1,1,14947,12941,14440,11249,9671,10677,3691,3264,3755,8,6,8,8,6,8,2.2,5.2,1.31,0.32,4970,74,5015,84,52,25,1689,1718,1719,1710,89,11
"""360910605023""",1,511,226,35420.41,53,62,60,26,32,29,27,30,30,9.74,0.06,2.28,2,2,25701,23015,26107,1,0,1,16972,15100,16305,12995,11542,12267,3972,3555,4033,5,3,5,5,3,5,0.2,3.5,0.1,0.01,1370,87,1525,80,506,2,5319,1324,1438,775,83,17
"""360910625071""",1,2154,950,2124.78,51,61,58,30,37,35,21,23,23,9.67,4.32,1.72,2,2,22083,19491,22408,1,0,1,13212,11536,12642,9795,8524,9176,3413,3011,3462,4,2,4,4,2,4,5.5,7.6,3.47,0.45,8760,44,10488,85,89,18,2732,1554,2029,1074,50,50
"""360910627004""",1,698,353,1072.5,46,53,52,23,29,27,22,24,25,7.7,2.53,1.83,2,2,21349,18880,21668,2,2,2,13758,11862,13243,10444,8932,9881,3299,2917,3347,14,13,15,14,13,15,5,6.1,3.17,0.33,13925,66,11750,87,21,38,1652,1218,1477,647,69,31
"""360930320001""",1,2131,896,1048.41,47,55,53,27,34,31,20,21,22,8.07,6.9,1.63,1,2,19994,17638,20275,3,3,4,12415,10672,11909,9281,7907,8730,3090,2725,3132,44,41,47,43,40,46,6.8,7.8,2.47,0.85,12725,40,17383,87,30,42,1437,1408,1781,1098,45,55
"""360930324023""",1,742,440,597.28,40,47,46,22,27,25,19,20,20,6.32,4.66,1.51,1,1,18501,16224,18753,5,5,5,11527,9910,11010,8603,7343,8044,2859,2506,2897,64,60,69,63,59,67,7.8,7.8,2.11,0.74,13700,21,20015,87,40,31,2091,1136,1619,961,27,73
"""360930321021""",1,951,330,761.89,66,78,75,42,53,49,23,25,26,10.32,4.47,1.9,2,2,22972,20543,23313,2,2,2,14440,12435,13953,10862,9235,10323,3550,3174,3602,28,26,28,27,26,28,2.3,7.7,1.1,0.43,8680,90,11312,85,30,26,2445,2197,2386,1087,85,15
"""360930324022""",1,1602,487,1847.7,61,73,70,38,47,44,24,25,26,10.87,2.87,1.94,2,2,22777,20154,23142,1,1,1,14639,12677,14122,11102,9552,10529,3520,3114,3575,16,12,18,16,12,18,2,7.3,1.08,0.26,10753,85,13766,86,64,19,2363,1964,2191,811,84,16
"""360930326021""",1,2077,816,4153.25,49,58,56,26,32,30,24,26,26,9.99,1.96,1.95,2,2,23316,20746,23662,0,0,0,14732,12825,14171,11123,9619,10509,3603,3205,3655,5,1,6,5,1,6,3.3,5.2,1.14,0.2,5954,79,7242,85,34,23,1932,1338,1500,846,75,25
"""360930331022""",1,1287,469,13052.99,55,65,62,28,35,32,27,29,30,11.82,0.42,2.21,2,2,25759,23020,26159,0,0,0,16624,14688,15992,12642,11132,11950,3981,3556,4041,1,0,0,1,0,0,0.3,3.8,0.06,0.04,2713,97,2787,82,167,5,3420,1457,1458,1452,89,11
"""360930331025""",1,1124,362,6149.96,60,71,68,34,43,39,26,28,29,12.47,0.73,2.14,2,2,25108,22061,25592,0,0,0,16119,14134,15542,12237,10726,11588,3880,3408,3954,1,0,0,1,0,0,0.7,4.3,0.32,0.06,3256,78,3800,83,90,9,2595,1771,1771,NA,100,0
"""360930330021""",1,2296,776,1872.46,61,73,70,37,46,43,24,26,27,11.45,4.75,2.01,2,2,23900,21231,24293,0,0,0,15144,13091,14644,11447,9809,10889,3694,3280,3753,4,2,3,4,2,2,1,6.4,0.77,0.41,9786,92,9983,86,65,23,2469,1924,1968,1309,93,7
"""360910607022""",1,4009,1699,2202.32,50,59,57,28,35,32,22,24,25,9.39,7.24,1.81,2,2,22879,20327,23203,0,0,0,13878,12104,13304,10339,8963,9716,3536,3140,3585,3,1,4,3,1,4,5.1,5.6,2.13,0.77,6488,61,5862,84,31,42,1506,1452,1618,1194,61,39
"""360910606013""",1,1021,496,5167.19,75,90,86,53,66,61,22,24,25,7.73,0.74,1.83,2,2,22497,20100,22802,1,1,1,13907,12174,13329,10424,9065,9799,3477,3105,3523,6,4,7,6,4,7,4.5,5,0.48,0.1,4469,55,5980,85,136,10,2591,2732,3163,2294,50,50
"""360910605031""",1,2207,820,28157.51,56,66,63,30,37,34,26,29,29,11.32,0.33,2.18,2,2,25231,22430,25656,0,0,0,16354,14449,15728,12451,10983,11762,3899,3465,3964,4,0,3,3,0,3,0.9,2.8,0.11,0.03,2682,80,2107,82,196,5,3545,1537,1606,1113,86,14
"""360910626011""",1,1621,591,3722.41,63,75,71,37,47,43,26,28,28,11.02,1.75,2.11,2,2,25079,22207,25496,0,0,0,15902,13934,15322,12026,10504,11383,3876,3431,3939,0,0,0,0,0,0,0.5,5.9,0.39,0.16,6086,96,6629,84,83,12,2412,1933,1970,1125,96,4
"""360910624033""",1,1155,563,1240.23,43,50,48,22,27,25,21,23,23,8.76,3.97,1.69,2,2,21094,18986,21310,1,1,1,12904,11275,12310,9634,8332,9007,3260,2933,3292,10,10,11,10,10,10,6.4,6.8,3.06,0.45,10026,56,10454,86,41,31,2669,1140,1512,946,34,66
"""360910603002""",1,2841,1034,12123.68,49,57,56,24,30,27,25,28,28,10.88,0.93,2.1,2,2,24856,21943,25308,0,0,0,15819,13897,15231,11975,10507,11318,3841,3390,3910,3,0,3,3,0,3,1.5,3,0.33,0.09,2881,71,2533,82,111,10,2542,1227,1288,747,89,11
"""360910601021""",1,1869,703,3304.53,48,56,54,24,30,28,24,26,26,10.2,2.17,1.96,2,2,23630,21077,23972,0,0,0,14827,12908,14279,11173,9651,10574,3652,3256,3703,1,1,1,1,1,1,3,4,0.62,0.21,6816,72,8258,86,85,14,2504,1243,1360,945,72,28
"""360910602001""",1,2307,1063,674.9,40,47,46,19,24,22,21,23,23,8.5,13.38,1.71,2,2,21376,19073,21624,0,0,1,13098,11321,12549,9790,8371,9204,3304,2946,3341,4,3,4,3,3,4,6.9,5,3.19,1.58,8853,50,13879,88,16,92,1165,1001,1293,759,45,55
"""360910603001""",1,1117,383,23522.26,52,61,59,25,31,29,27,30,30,11.53,0.19,2.26,2,2,25700,22841,26148,0,0,0,16869,14936,16235,12894,11407,12193,3972,3529,4040,4,0,3,3,0,3,0.2,3.5,0.25,0.02,1916,85,1995,81,341,4,3034,1289,1289,NA,92,8
"""360957405001""",1,1070,432,23734.32,49,58,56,23,29,26,26,29,29,10.21,0.19,2.18,2,2,25187,22280,25654,1,0,1,16375,14432,15765,12470,10987,11791,3893,3442,3963,12,3,11,11,3,10,0.8,3.6,0.09,0.02,1915,77,1878,81,141,7,3096,1185,1206,913,93,7
"""360930325033""",1,1246,452,400.41,58,68,66,35,44,41,22,24,25,9.71,10.96,1.83,2,2,22468,19914,22824,2,2,2,13967,12005,13475,10469,8907,9922,3472,3076,3526,25,21,27,25,21,26,3.8,7.2,2.12,1.13,7594,78,8441,85,16,82,1039,1836,2006,1114,81,19
"""360957408003""",1,947,442,35239.15,50,59,57,24,30,28,26,29,29,9.34,0.12,2.18,2,2,25125,22253,25577,1,0,1,16350,14435,15731,12456,10994,11769,3883,3438,3951,12,3,11,10,3,9,0.9,4.3,0.07,0.01,2263,76,2220,81,186,5,3306,1254,1332,598,89,11
"""360957401005""",1,1161,456,6670.1,50,58,56,24,30,28,25,28,28,10.52,0.72,2.08,2,2,24781,21841,25252,1,0,1,15716,13792,15137,11874,10415,11224,3830,3374,3901,13,3,12,11,2,10,1.4,4.2,0.67,0.07,2435,69,2314,81,126,8,3099,1263,1319,736,90,10
"""360957407002""",1,1167,365,14246.49,49,57,55,22,28,25,27,29,29,11.85,0.3,2.2,2,2,25461,22610,25900,0,0,0,16516,14580,15894,12574,11087,11888,3935,3493,4001,7,0,5,6,0,4,0.5,3.7,0.14,0.03,2408,84,2391,82,195,6,3472,1143,1185,715,91,9
"""360957401001""",1,679,263,5916.37,49,58,56,24,30,27,26,28,28,10.45,0.46,2.12,2,2,25105,22385,25500,0,0,0,15974,14081,15352,12090,10623,11410,3880,3458,3939,4,0,3,3,0,2,1.7,2.8,0.21,0.04,2274,80,2351,82,95,8,2669,1227,1316,837,81,19
"""360957406002""",1,567,241,33070.07,49,57,55,22,28,26,27,30,30,9.36,0.07,2.23,2,2,25376,22582,25807,1,0,1,16635,14729,15993,12703,11238,11997,3922,3489,3987,11,3,9,9,3,8,0.8,3.9,0.06,0.01,1730,80,1962,81,203,5,3803,1150,1190,889,87,13
"""360957404003""",1,1188,476,20687,51,60,58,25,32,29,26,29,29,10.6,0.24,2.15,2,2,25262,22566,25667,1,0,1,16174,14278,15548,12258,10786,11572,3904,3486,3965,12,5,10,10,5,9,1.2,4.2,0.08,0.02,1731,85,1868,81,122,8,2600,1321,1419,811,84,16
"""360957408001""",1,636,221,21330.01,46,54,52,19,24,23,26,29,29,11.09,0.11,2.19,2,2,25383,22757,25754,0,0,0,16456,14599,15794,12529,11083,11813,3923,3516,3979,4,0,3,4,0,2,1.3,3.1,0.03,0.01,1964,84,2239,82,192,6,3622,1011,985,1096,76,24
"""360957407003""",1,950,435,10637.66,48,56,54,23,28,26,25,28,28,9.51,0.39,2.1,2,2,24919,22089,25352,0,0,0,15822,13935,15217,11963,10523,11293,3851,3412,3917,8,0,8,7,0,6,1.7,3.3,1.18,0.04,2102,70,2294,82,144,8,2810,1175,1175,NA,83,17
"""360957408004""",1,664,280,20573.2,50,58,56,23,28,26,27,30,30,10.12,0.14,2.26,2,2,25669,22785,26121,0,0,0,16880,14943,16246,12906,11423,12204,3967,3520,4035,7,0,6,6,0,5,0.2,3.7,0.04,0.01,1986,83,2198,81,355,6,4922,1171,1205,750,93,8
"""360957408002""",1,794,290,15666.34,52,61,59,26,32,29,27,29,30,11.04,0.2,2.21,2,2,25505,22706,25936,0,0,0,16541,14618,15911,12590,11109,11897,3942,3508,4007,9,2,8,8,1,7,0.6,3.6,0.05,0.02,1754,84,1939,81,189,7,3495,1324,1414,622,89,11
"""360930215001""",1,852,324,43.14,35,40,39,17,21,19,18,19,19,7.23,54.34,1.47,1,1,16500,14516,16666,5,5,5,11002,9344,10498,8387,7040,7853,2550,2243,2575,64,62,71,63,60,69,8.9,8.1,7.59,7.51,20603,24,23048,88,5,237,586,874,1125,799,23,77
"""360010144011""",1,1183,477,4113.69,50,58,56,26,33,30,23,25,26,9.88,1.15,1.9,2,2,23330,20384,23801,1,1,1,14449,12560,13917,10827,9404,10224,3606,3149,3677,16,8,16,15,8,16,3.7,5.8,1.79,0.12,4032,50,4047,83,51,16,2009,1369,1529,608,83,17
"""360010145011""",1,2083,772,10586.69,60,71,68,35,43,40,25,27,28,11.09,0.81,2.07,2,2,25016,22418,25380,1,1,0,15681,13679,15126,11805,10207,11198,3866,3463,3921,10,10,7,10,9,7,1,5.7,0.28,0.07,4491,94,5348,84,95,11,2212,1801,1956,898,85,15
"""360010143012""",1,1935,721,5840.69,51,60,58,28,35,32,23,25,26,9.18,1.13,1.89,2,2,23139,20815,23467,1,1,1,14383,12495,13854,10796,9267,10217,3576,3216,3625,12,12,12,11,12,12,2.6,8.1,3.32,0.12,6637,82,9025,84,78,20,2707,1441,1659,898,71,29
"""360010146133""",1,875,344,3281.81,46,54,52,24,30,27,22,24,25,9.77,1.02,1.79,2,2,22946,20562,23244,1,1,1,13773,11993,13223,10216,8804,9623,3546,3177,3591,11,12,10,10,12,10,5,5.3,1.37,0.1,5176,50,5981,84,103,16,3004,1231,1554,905,50,50
"""360010148012""",1,468,192,17090.75,65,77,74,37,46,43,28,30,31,11.1,0.12,2.3,2,2,25925,23072,26368,0,0,0,17148,15166,16509,13137,11602,12433,4007,3564,4074,4,0,2,4,0,2,0.1,4.7,0.08,0.01,2202,98,2534,81,190,3,3495,1930,1930,NA,98,2
"""360010145023""",1,1135,413,3014.32,51,60,58,28,35,33,23,25,26,10.74,1.47,1.88,2,2,23605,21153,23934,1,1,1,14380,12501,13839,10721,9221,10131,3648,3268,3697,11,12,10,11,12,10,3.6,6.7,0.46,0.14,5233,72,6566,84,58,19,1959,1467,1659,1063,68,32
"""360010146131""",1,861,335,7984.23,63,74,71,37,46,43,25,28,28,10.68,0.45,2.09,2,2,24992,22465,25334,1,1,0,15787,13830,15206,11917,10350,11287,3863,3471,3914,8,9,6,8,9,6,1.2,4.6,0.08,0.04,4321,91,4383,84,135,11,2667,1929,2173,1039,79,21
"""360010142014""",1,1157,419,1490.04,61,72,70,40,50,46,21,23,24,9.36,2.63,1.72,2,2,21406,19071,21727,2,2,2,13183,11326,12708,9842,8348,9317,3308,2946,3357,33,31,34,32,31,33,4.2,9.4,0.74,0.28,12027,68,21644,86,47,41,1607,2062,2592,936,68,32
"""360010143022""",1,995,399,1941.3,43,49,48,19,24,22,23,26,26,10.23,2.1,1.92,2,2,23705,20690,24178,0,0,0,14631,12722,14097,10962,9525,10356,3664,3196,3735,6,0,6,6,0,6,3.1,6.4,1.32,0.21,4245,57,5273,83,43,27,1728,994,1035,677,88,12
"""360010146112""",1,1322,510,1583.23,58,69,66,36,45,41,22,24,25,9.98,3.22,1.79,2,2,22528,20148,22843,1,1,1,13743,11893,13226,10244,8763,9680,3482,3113,3529,17,17,17,17,17,17,4.9,5.8,0.67,0.32,7224,55,9027,86,59,27,2027,1862,2359,1153,59,41
"""360010148021""",1,283,138,8219.11,56,66,64,30,38,35,26,29,29,8.8,0.15,2.17,2,2,25184,22311,25635,1,0,0,16281,14333,15673,12381,10885,11706,3892,3447,3960,8,1,7,7,1,6,0.9,5,0.09,0.02,2198,83,2519,81,96,8,2568,1558,1558,NA,93,7
"""360010146111""",1,695,329,2322.73,62,74,71,38,48,44,24,26,27,9.27,1.31,1.95,2,2,23623,20596,24102,0,0,0,14776,12747,14289,11120,9565,10561,3651,3182,3723,6,0,4,6,0,4,2.5,6.2,1.06,0.14,6756,59,9081,85,46,21,1602,1991,1991,NA,95,5
"""360010147001""",1,1348,427,11317.94,56,67,64,31,39,36,25,28,28,11.64,0.44,2.09,2,2,24983,22315,25363,0,0,0,15797,13935,15176,11932,10487,11254,3861,3447,3918,5,0,4,5,0,4,1.5,4.9,0.08,0.04,3082,83,3156,82,133,7,2915,1615,1640,1523,79,21
"""360010004011""",1,2423,1037,2228.39,46,54,52,26,33,31,19,21,22,6.22,2.89,1.57,1,2,19733,17143,20118,4,3,5,12067,10259,11646,8957,7560,8469,3050,2648,3108,61,51,69,59,49,67,6.9,8.8,5.88,0.47,12302,22,30243,88,27,49,1365,1371,1475,1218,59,41
"""360010146144""",1,1700,779,763.44,43,50,49,21,27,25,22,23,24,8.68,8.86,1.8,2,2,21495,19055,21841,1,1,1,13599,11648,13140,10259,8692,9744,3322,2944,3374,17,12,22,17,12,21,4,7.9,4.43,1.02,11929,70,19189,87,27,110,1187,1106,NA,1106,78,22
"""360010135083""",1,3053,1088,2844.32,56,66,64,35,44,40,21,23,24,10.12,3.87,1.72,2,2,21405,19215,21693,2,2,2,13125,11236,12673,9791,8243,9293,3308,2968,3351,26,25,29,25,24,28,4.6,9.1,4.01,0.38,11262,65,22835,87,36,47,1620,1812,2153,1120,67,33
"""360010130001""",1,919,363,125.18,49,58,56,27,33,31,23,24,26,9.89,28.67,1.89,2,2,22555,19948,22904,1,1,1,14270,12202,13792,10766,9106,10235,3486,3082,3538,18,14,18,17,14,18,2.7,6.4,3.03,2.9,11290,100,12043,86,6,220,711,1379,1379,NA,96,4
"""360010130003""",1,1126,509,70.94,42,49,48,24,30,28,18,20,20,7.59,54.43,1.52,1,2,17533,15288,17790,6,5,6,11488,9737,11013,8694,7296,8173,2710,2362,2748,85,79,91,83,77,89,8.5,7.4,8.75,7.18,15889,22,15051,87,4,316,571,1240,1674,945,40,60
"""360010133001""",1,684,354,55.93,38,44,43,19,24,22,19,20,21,7.26,45.97,1.56,1,2,17461,15578,17627,3,3,3,11627,9843,11160,8889,7397,8390,2699,2407,2723,39,39,46,38,38,45,8.2,8.4,7.69,6.33,20456,44,26555,88,4,275,508,993,1125,897,42,58
"""360010133003""",1,2020,820,176.13,38,45,44,21,26,24,17,18,19,7.31,34.03,1.44,1,1,16309,14265,16526,7,7,8,10862,9168,10406,8238,6865,7741,2521,2204,2553,104,99,112,101,96,110,8.9,8.3,17.7,4.66,19751,15,25006,88,5,214,553,1089,1392,950,31,69
"""360930319001""",1,2549,724,803.69,60,71,69,37,47,43,23,25,26,11.28,10.16,1.89,2,2,22740,20177,23117,2,2,2,14337,12284,13878,10792,9140,10276,3514,3117,3571,31,27,31,30,26,31,2.2,7.6,1.28,0.9,10164,87,12912,86,22,56,1285,1943,1968,1586,93,7
"""360010138013""",1,727,257,286.31,40,47,45,20,25,23,20,22,22,9.28,8.33,1.65,1,2,19718,17503,19986,4,4,5,12511,10750,12022,9403,7991,8866,3047,2704,3088,61,54,69,60,53,67,6.2,8.3,2.02,0.9,11371,52,25004,88,24,67,1185,1039,NA,1039,52,48
"""360010140012""",1,651,313,275.44,57,68,65,36,46,42,21,22,23,8.34,9.48,1.73,2,2,20504,18365,20755,3,3,3,13087,11186,12617,9876,8309,9365,3169,2837,3206,42,40,45,41,39,44,3.6,9.5,2.57,1.14,17693,98,52159,89,16,121,1277,1890,NA,1890,75,25
"""360930323003""",1,956,360,75.46,46,54,53,25,31,29,22,23,24,8.9,42.44,1.78,2,2,20841,18442,21135,2,2,3,13395,11403,12928,10142,8526,9626,3221,2849,3265,32,28,37,31,27,36,4.7,6.8,6.02,4.77,12170,87,14668,87,4,271,572,1296,1373,894,84,16
"""360010002002""",1,553,311,51.06,26,30,30,11,14,13,15,16,17,5.21,31.73,1.22,1,1,14820,12532,15120,15,13,16,9497,7880,9128,6990,5748,6560,2290,1936,2336,217,196,232,212,191,227,9,9.8,15.38,6.09,26799,0,71007,89,5,276,648,569,NA,569,38,62
"""360010145021""",1,854,283,8775.78,61,73,70,35,44,41,26,29,29,12.17,0.39,2.19,2,2,25430,22553,25859,0,0,0,16428,14479,15817,12497,10995,11822,3930,3484,3995,0,0,0,0,0,0,0.2,6,0.08,0.03,4220,92,5191,83,176,7,3667,1821,1821,NA,94,6
