"GEOID","city","zip","housing.cost","household.co2","housing.units.per.acre","pct.owner.occupied","hi.wage.workers.home","jobs.per.household","jobs.within.45.drive","weighted.jobs.within.45.drive"
"360010145021","","12159",2024,13.51,0.08,1,200,0.300792,40019.7334,21948.6256753984
"360010145021","","12186",2024,13.51,0.08,1,200,0.300792,40019.7334,21948.6256753984
"360010145021","","12054",2024,13.51,0.08,1,200,0.300792,40019.7334,21948.6256753984
"360010145021","","12067",2024,13.51,0.08,1,200,0.300792,40019.7334,21948.6256753984
"360010145021","","12158",2024,13.51,0.08,1,200,0.300792,40019.7334,21948.6256753984
"360010145022","","12186",1595,12.43,0.27,0.89,405,0.25192,28698.9414,14404.4672760266
"360010145022","","12041",1595,12.43,0.27,0.89,405,0.25192,28698.9414,14404.4672760266
"360010145022","","12067",1595,12.43,0.27,0.89,405,0.25192,28698.9414,14404.4672760266
"360010145022","","12054",1595,12.43,0.27,0.89,405,0.25192,28698.9414,14404.4672760266
"360010145023","","12159",1521,11.1,0.46,0.65,205,0.284483,43072.6466,22973.6350306173
"360010145023","","12054",1521,11.1,0.46,0.65,205,0.284483,43072.6466,22973.6350306173
"360010145023","","12067",1521,11.1,0.46,0.65,205,0.284483,43072.6466,22973.6350306173
"360010145023","","12158",1521,11.1,0.46,0.65,205,0.284483,43072.6466,22973.6350306173
"360010145031","Voorheesville village, NY","12186",1624,10.54,1.06,0.68,274,0.760399,37490.5431,32692.0760346754
"360010145032","Voorheesville village, NY","12186",1594,10.42,1.96,0.94,369,0.234834,39676.8089,19227.2522294052
"360010146061","","12303",2233,11.72,0.95,1,149,1.782979,50478.152,67402.5862915072
"360010146061","","12009",2233,11.72,0.95,1,149,1.782979,50478.152,67402.5862915072
"360010146062","","12303",1687,9.65,2.07,0.94,208,0.019074,57104.284,7886.59573684906
"360010146062","","12306",1687,9.65,2.07,0.94,208,0.019074,57104.284,7886.59573684906
"360010146063","","12303",1798,11.41,0.77,0.92,648,0.238876,47879.8389,23401.2437100218
"360010146063","","12306",1798,11.41,0.77,0.92,648,0.238876,47879.8389,23401.2437100218
"360010146063","","12009",1798,11.41,0.77,0.92,648,0.238876,47879.8389,23401.2437100218
"360010146071","","12084",1605,11.14,1.01,1,183,2.236749,53819.4566,80491.113321869
"360010146072","","12303",1864,10.78,1.43,0.88,488,0.137085,48562.018,17980.0830657472
"360010146072","","12009",1864,10.78,1.43,0.88,488,0.137085,48562.018,17980.0830657472
"360010146073","","12303",1871,9.84,2.05,0.71,497,0.378378,50604.4864,31128.0532039494
"360010146074","","12303",2241,10.49,1.34,0.98,735,0.178336,46724.2317,19731.5716825151
"360010146075","","12303",1900,10.74,0.41,0.82,282,1.230068,64298.2462,71312.1758270664
"360010146075","","12205",1900,10.74,0.41,0.82,282,1.230068,64298.2462,71312.1758270664
"360010146075","","12084",1900,10.74,0.41,0.82,282,1.230068,64298.2462,71312.1758270664
"360010146081","","12222",1498,8.11,2.41,0.75,208,11.847328,88777.2612,305570.868787787
"360010146081","","12203",1498,8.11,2.41,0.75,208,11.847328,88777.2612,305570.868787787
"360010146082","Westmere CDP, NY","12203",1299,8.73,1.99,0.7,494,1.64486,70996.079,91053.9590399448
"360010146091","Westmere CDP, NY","12203",1308,7.67,1.68,0.51,238,1.073913,77944.706,80773.9224497868
"360010146092","","12203",1433,8.71,2.34,0.93,409,1.631313,81399.2934,103965.508843327
"360010146093","","12203",1267,8.29,7.52,0.41,640,0.742342,72294.5496,62288.4569951419
"360010146093","","12159",1267,8.29,7.52,0.41,640,0.742342,72294.5496,62288.4569951419
"360010146111","","12186",2190,10.95,1.06,0.96,228,0.41092,51026.5777,32709.5885594519
"360010146111","","12009",2190,10.95,1.06,0.96,228,0.41092,51026.5777,32709.5885594519
"360010146111","","12159",2190,10.95,1.06,0.96,228,0.41092,51026.5777,32709.5885594519
"360010146112","","12009",1761,10.44,0.67,0.45,248,0.316397,50720.6719,28529.9609040664
"360010146112","","12186",1761,10.44,0.67,0.45,248,0.316397,50720.6719,28529.9609040664
"360010146121","Altamont village, NY","12009",1497,10.22,1.53,0.7,388,0.193787,29210.7749,12858.9467474703
"360010146131","","12009",2320,11.71,0.08,0.86,235,0.770538,28426.3268,24952.7132145961
"360010146132","","12009",1656,12.12,0.38,0.91,192,1.715663,38168.1458,49993.9043790323
"360010146132","","12085",1656,12.12,0.38,0.91,192,1.715663,38168.1458,49993.9043790323
"360010146132","","12186",1656,12.12,0.38,0.91,192,1.715663,38168.1458,49993.9043790323
"360010146133","","12009",1158,10.45,1.37,0.56,242,0.286076,40996.676,21927.5120339194
"360010146133","","12085",1158,10.45,1.37,0.56,242,0.286076,40996.676,21927.5120339194
"360010146141","","12159",2823,13.18,0.77,1,330,0.023055,51774.7087,7861.40602740121
"360010146142","Westmere CDP, NY","12203",1487,8.58,2.41,0.82,200,0.273869,71961.537,37659.2675260749
"360010146143","Westmere CDP, NY","12203",1254,7.16,8.87,0.14,338,2.103896,66678.4908,96715.903979704
"360010146143","Westmere CDP, NY","12084",1254,7.16,8.87,0.14,338,2.103896,66678.4908,96715.903979704
"360010146144","Westmere CDP, NY","12203",2329,10.42,4.43,0.85,409,0.327827,61093.9128,34980.0398911843
"360010146144","Westmere CDP, NY","12159",2329,10.42,4.43,0.85,409,0.327827,61093.9128,34980.0398911843
"360010146144","Westmere CDP, NY","12084",2329,10.42,4.43,0.85,409,0.327827,61093.9128,34980.0398911843
"360010146151","","12084",1373,8.5,6.59,0.18,485,0.860387,60043.3693,55694.4570323557
"360010146151","","12009",1373,8.5,6.59,0.18,485,0.860387,60043.3693,55694.4570323557
"360010146151","","12159",1373,8.5,6.59,0.18,485,0.860387,60043.3693,55694.4570323557
"360010147001","","12009",1726,12.39,0.08,0.85,245,0.04918,17411.3783,3861.24548791641
"360010147001","","12053",1726,12.39,0.08,0.85,245,0.04918,17411.3783,3861.24548791641
"360010147001","","12023",1726,12.39,0.08,0.85,245,0.04918,17411.3783,3861.24548791641
"360010147001","","12157",1726,12.39,0.08,0.85,245,0.04918,17411.3783,3861.24548791641
"360010147002","","12009",1450,12.67,0.25,0.94,331,0.050083,17824.2326,3988.92626657485
"360010147002","","12059",1450,12.67,0.25,0.94,331,0.050083,17824.2326,3988.92626657485
"360010147002","","12186",1450,12.67,0.25,0.94,331,0.050083,17824.2326,3988.92626657485
"360010147002","","12023",1450,12.67,0.25,0.94,331,0.050083,17824.2326,3988.92626657485
"360010148011","","12186",1400,12.25,0.32,0.91,497,0.085506,17239.6601,5041.1195191509
"360010148011","","12059",1400,12.25,0.32,0.91,497,0.085506,17239.6601,5041.1195191509
"360010148011","","12009",1400,12.25,0.32,0.91,497,0.085506,17239.6601,5041.1195191509
"360010148011","","12023",1400,12.25,0.32,0.91,497,0.085506,17239.6601,5041.1195191509
"360010148011","","12193",1400,12.25,0.32,0.91,497,0.085506,17239.6601,5041.1195191509
"360010148012","","12023",1802,12.12,0.08,0.95,115,1.68599,8409.2233,10919.0129775659
"360010148012","","12122",1802,12.12,0.08,0.95,115,1.68599,8409.2233,10919.0129775659
"360010148012","","12147",1802,12.12,0.08,0.95,115,1.68599,8409.2233,10919.0129775659
"360010148021","","12023",1364,10.73,0.09,0.84,96,0.532895,8248.4733,6021.35726073751
"360010148021","","12147",1364,10.73,0.09,0.84,96,0.532895,8248.4733,6021.35726073751
"360010148021","","12122",1364,10.73,0.09,0.84,96,0.532895,8248.4733,6021.35726073751
"360010148022","","12147",1680,12.27,0.13,0.93,106,0.185053,7129.1048,3066.78311921533
"360010148022","","12120",1680,12.27,0.13,0.93,106,0.185053,7129.1048,3066.78311921533
"360010148022","","12122",1680,12.27,0.13,0.93,106,0.185053,7129.1048,3066.78311921533
"360010148022","","12469",1680,12.27,0.13,0.93,106,0.185053,7129.1048,3066.78311921533
"360010148023","","12120",1151,11.11,0.14,0.81,123,0.173134,5284.3786,2198.79685228333
"360010148023","","12469",1151,11.11,0.14,0.81,123,0.173134,5284.3786,2198.79685228333
"360010148023","","12083",1151,11.11,0.14,0.81,123,0.173134,5284.3786,2198.79685228333
"360010148031","","12193",1479,12.08,0.13,0.96,470,0.31444,15314.6741,8587.69582033734
"360010148031","","12023",1479,12.08,0.13,0.96,470,0.31444,15314.6741,8587.69582033734
"360010148031","","12147",1479,12.08,0.13,0.96,470,0.31444,15314.6741,8587.69582033734
"360010148032","","12083",1412,12.16,0.07,0.84,262,0.109299,13622.8318,4503.76258518342
"360010148032","","12193",1412,12.16,0.07,0.84,262,0.109299,13622.8318,4503.76258518342
"360010148032","","12087",1412,12.16,0.07,0.84,262,0.109299,13622.8318,4503.76258518342
"360830401001","Troy city, NY","12182",855,7.31,4.85,0.52,128,0.873181,47189.0502,44095.4089501655
"360830401002","Troy city, NY","12182",1210,9.08,9.8,0.64,108,0.070755,46402.3001,12342.9246039232
"360830401003","Troy city, NY","12182",1154,7,8.43,0.5,146,0.613559,50847.3617,39828.7419898957
"360830401004","Troy city, NY","12182",1055,6.14,8.15,0.43,96,1.139319,52352.2841,55880.2453723257
"360830401005","Troy city, NY","12182",1183,7.37,9.11,0.24,79,0.076453,53280.3898,14732.1000404493
"360830402001","Troy city, NY","12182",1134,7.35,8.46,0.36,91,0.303835,54763.5538,30186.3444626006
"360830402002","Troy city, NY","12182",873,5.9,16.31,0.33,76,0.70615,55945.9801,47012.9353644741
"360830402003","Troy city, NY","12182",958,7.16,12.07,0.39,109,0.206349,56549.3406,25687.907542998
"360830402004","Troy city, NY","12182",1249,6.58,11.54,0.58,194,0.240506,55429.8156,27183.5637252269
"360830402005","Troy city, NY","12182",1249,6.39,9.95,0.51,70,0.5,58267.608,41201.4207403195
"360830402006","Troy city, NY","12182",1086,7.86,6.46,0.77,58,0.504167,55080.2993,39109.6112758444
"360830403001","Troy city, NY","12180",1175,7.32,10.21,0.37,195,0.718182,58238.3543,49354.4540541666
"360830403002","Troy city, NY","12180",865,6.39,9.09,0.16,99,0.104895,60811.5054,19695.3248445322
"360830403003","Troy city, NY","12180",1171,7.44,9.15,0.32,123,0.705765,54876.4769,46101.6299349341
"360830403003","Troy city, NY","12182",1171,7.44,9.15,0.32,123,0.705765,54876.4769,46101.6299349341
"360830404001","Troy city, NY","12180",864,5.92,8.54,0.27,89,0.26294,65049.1792,33355.7069958841
"360830404002","Troy city, NY","12180",968,5.85,9.41,0.15,114,1.987406,71665.1248,101030.1876922
"360830405001","Troy city, NY","12180",824,7.02,5.86,0.2,74,0.014706,64430.5451,7813.38251697262
"360830405002","Troy city, NY","12180",861,5.35,8.29,0.34,144,2.734864,72496.6418,119890.772033969
"360830406001","Troy city, NY","12180",1044,5.21,6.52,0.31,47,0.569106,73140.9733,55176.9026109545
"360830406002","Troy city, NY","12180",982,6.14,11.82,0.21,23,0.027149,72452.7838,11938.0115700293
"360830407001","Troy city, NY","12180",818,4.05,31.14,0.05,174,3.308581,72246.1165,131412.111290675
"360830407002","Troy city, NY","12180",631,4.36,18.79,0.05,68,2.59203,71655.8163,115364.306497346
"360830407003","Troy city, NY","12180",1044,6.77,8.9,0.35,152,0.167428,64452.6968,26372.7330228362
"360830407004","Troy city, NY","12180",452,2.54,28.2,0.12,74,3.578606,75455.6412,142740.974321641
"360830408001","Troy city, NY","12180",1059,5.27,15.26,0.36,108,0.317808,68200.6813,38447.7673701458
"360830408002","Troy city, NY","12180",1149,5.73,22.75,0.23,172,0.187037,67153.0423,29042.1963099825
"360830409001","Troy city, NY","12180",812,5.99,13.47,0.24,70,0.27758,66324.223,34943.4882581603
"360830409002","Troy city, NY","12180",982,7.11,32.2,0.38,120,0.03169,58873.0211,10480.3899507579
"360830409003","Troy city, NY","12180",891,6.08,13.7,0.3,98,0.060403,66049.3146,16232.954440499
"360830409004","Troy city, NY","12180",775,5.2,12.61,0.4,79,0.667954,66770.3189,54570.3485785164
"360830410001","Troy city, NY","12180",1032,7.93,4.84,0.4,103,0.225738,69165.6238,32861.8973441012
"360830410002","Troy city, NY","12180",1072,6.09,11.54,0.49,215,0.49011,68307.8714,47820.8767258606
"360830410003","Troy city, NY","12180",940,6.52,5.78,0.28,123,0.627907,73703.511,58403.0918349362
"360830411001","Troy city, NY","12180",1311,8.87,2.99,0.47,366,0.481265,55126.1324,38242.7983242904
"360830411002","Troy city, NY","12180",1056,7.12,7.71,0.41,430,0.109489,56115.9328,18568.2695103096
"360830411003","Troy city, NY","12180",1370,7.89,3.67,0.74,204,0.09919,52226.8941,16448.5698914745
"360830412001","Troy city, NY","12180",2015,9.53,4.12,0.79,183,0.77193,51533.9785,45277.5200639776
"360830412002","Troy city, NY","12180",1126,7.92,5.24,0.56,182,0.589404,49979.2729,38370.4129460524
"360830412003","Troy city, NY","12180",1259,8.39,5.44,0.52,163,0.132432,56426.9784,20534.458924934
"360830412004","Troy city, NY","12180",1820,7.5,3.47,0.56,208,0.142857,55778.3053,21082.2072269508
"360830413001","Troy city, NY","12180",904,6.85,5.23,0.4,217,2.869318,61580.3238,104311.288385703
"360830413002","Troy city, NY","12180",1683,10.13,3.13,0.97,93,0.214286,52369.1226,24242.2093167232
"360830413003","Troy city, NY","12180",1032,7.42,4.79,0.63,126,3.8,60172.2302,117297.270605581
"360830413004","Troy city, NY","12180",1625,7.4,2.6,0.58,59,0.807339,66054.5783,59351.3894529267
"360830413005","Troy city, NY","12180",1182,7.68,7.28,0.44,143,8.411765,70030.6689,203110.249748985
"360830414001","Troy city, NY","12182",1329,7.86,6.78,0.36,473,0.52808,62253.1908,45238.8416362053
"360830414001","Troy city, NY","12180",1329,7.86,6.78,0.36,473,0.52808,62253.1908,45238.8416362053
"360830414002","Troy city, NY","12182",1249,7.31,2.46,0.61,259,0.966565,45919.8433,45145.6520330118
"360830515001","Rensselaer city, NY","12144",970,7.58,7.64,0.35,56,3.146919,73809.3612,130934.540643029
"360830515002","Rensselaer city, NY","12144",856,7.16,8.81,0.33,238,0.719023,72083.6727,61123.5116772426
"360830515003","Rensselaer city, NY","12144",982,7.61,5.2,0.3,119,0.822709,69112.518,62687.3397551465
"360830516001","Rensselaer city, NY","12144",948,7.28,8.86,0.48,553,0.215342,72557.799,33670.4151589446
"360830516002","Rensselaer city, NY","12144",916,9.26,9.12,0.64,87,0.044444,72875.5524,15363.4386040275
"360830516003","Rensselaer city, NY","12144",1042,7.09,6.82,0.61,193,0.020045,77669.0965,10996.4190992944
"360830516004","Rensselaer city, NY","12144",1455,7.81,6.06,0.47,190,0.023238,60749.1451,9260.6089245141
"360830517011","","12090",1197,11.83,0.23,0.81,333,0.22187,6768.4768,3188.1609373571
"360830517011","","12057",1197,11.83,0.23,0.81,333,0.22187,6768.4768,3188.1609373571
"360830517011","","12089",1197,11.83,0.23,0.81,333,0.22187,6768.4768,3188.1609373571
"360830517012","","12057",1219,12.01,0.11,0.73,225,0.144663,11340.4887,4313.30832667423
"360830517012","","12028",1219,12.01,0.11,0.73,225,0.144663,11340.4887,4313.30832667423
"360830517012","","12090",1219,12.01,0.11,0.73,225,0.144663,11340.4887,4313.30832667423
"360830517021","Hoosick Falls village, NY","12090",1056,9.28,4.3,0.54,242,1.427273,9186.7549,10975.2811643189
"360830517022","Hoosick Falls village, NY","12090",1338,10.24,1.76,0.64,280,0.512048,8795.1637,6293.60184190523
"360830518001","","12028",1436,11.82,0.3,0.89,286,0.062057,13682.4857,3408.47718480772
"360830518001","","12094",1436,11.82,0.3,0.89,286,0.062057,13682.4857,3408.47718480772
"360830518001","","12185",1436,11.82,0.3,0.89,286,0.062057,13682.4857,3408.47718480772
"360830518002","","12185",1447,12.89,0.88,0.86,234,0.130137,20221.0188,7294.63268750891
"360830518002","","12154",1447,12.89,0.88,0.86,234,0.130137,20221.0188,7294.63268750891
"360830518003","","12121",1613,11.97,0.17,0.73,237,0.085648,21937.3064,6420.10179471234
"360830518003","","12180",1613,11.97,0.17,0.73,237,0.085648,21937.3064,6420.10179471234
"360830518003","","12182",1613,11.97,0.17,0.73,237,0.085648,21937.3064,6420.10179471234
"360830518004","","12028",1515,11.16,0.24,0.89,446,0.053381,19748.4716,4562.75177169902
"360830518004","","12094",1515,11.16,0.24,0.89,446,0.053381,19748.4716,4562.75177169902
"360830518004","","12185",1515,11.16,0.24,0.89,446,0.053381,19748.4716,4562.75177169902
"360830518004","","12090",1515,11.16,0.24,0.89,446,0.053381,19748.4716,4562.75177169902
"360830518004","","12180",1515,11.16,0.24,0.89,446,0.053381,19748.4716,4562.75177169902
"360830519011","","12094",1146,11.08,0.82,0.6,303,0.655769,20144.7112,16313.0995654556
"360830519011","","12028",1146,11.08,0.82,0.6,303,0.655769,20144.7112,16313.0995654556
"360830519011","","12185",1146,11.08,0.82,0.6,303,0.655769,20144.7112,16313.0995654556
"360830519011","","12154",1146,11.08,0.82,0.6,303,0.655769,20144.7112,16313.0995654556
"360830519011","","12121",1146,11.08,0.82,0.6,303,0.655769,20144.7112,16313.0995654556
"360830519012","","12154",1686,12.58,0.23,0.89,377,0.484797,25795.8124,17960.9445344077
"360830519012","","12121",1686,12.58,0.23,0.89,377,0.484797,25795.8124,17960.9445344077
"360830519013","","12118",1763,9.62,2.57,0.94,84,0.041176,33161.0973,6729.0068519501
"360830519014","","12154",1740,12.84,0.29,0.87,133,0.567797,24716.0818,18624.1375571367
"360830519014","","12118",1740,12.84,0.29,0.87,133,0.567797,24716.0818,18624.1375571367
"360830519014","","12121",1740,12.84,0.29,0.87,133,0.567797,24716.0818,18624.1375571367
"360830519014","","12182",1740,12.84,0.29,0.87,133,0.567797,24716.0818,18624.1375571367
"360830519021","","12182",1488,10.49,1.83,0.79,280,0.05916,36038.5013,8765.58296710538
"360830519022","","12182",1163,10.76,2.78,0.88,182,0,42146.9427,0
"360830519023","","12121",2096,13.04,0.36,0.96,436,0.209553,29589.4772,13545.1629260265
"360830519023","","12182",2096,13.04,0.36,0.96,436,0.209553,29589.4772,13545.1629260265
"360830520021","","12180",1785,12.43,0.09,0.92,437,0.75351,25458.0671,22098.8633783396
"360830520021","","12052",1785,12.43,0.09,0.92,437,0.75351,25458.0671,22098.8633783396
"360830520031","","12182",2009,11.97,1.08,0.94,304,0.137324,41875.2595,15517.8208578526
"360830520031","","12180",2009,11.97,1.08,0.94,304,0.137324,41875.2595,15517.8208578526
"360830520032","","12180",1550,9.8,3.36,0.92,170,0.10728,54952.1272,17998.8140866724
"360830520033","","12180",1462,10.76,0.53,0.72,590,0.36413,39259.2261,23690.2675133446
"360830520033","","12182",1462,10.76,0.53,0.72,590,0.36413,39259.2261,23690.2675133446
"360830520041","","12180",1467,9.03,1.79,0.56,301,0.570613,40451.3863,30556.5445269912
"360830520042","","12180",2333,11.85,0.42,0.88,392,0.072052,32237.9032,8653.46032993086
"360830520042","","12198",2333,11.85,0.42,0.88,392,0.072052,32237.9032,8653.46032993086
"360830520043","","12180",1916,10.81,0.95,0.87,302,1.429048,36734.9812,43914.0235205539
"360830520044","","12180",1406,9.86,2.4,1,314,0.02619,46771.2207,7569.13853594098
"360830520045","","12180",1246,9.43,2.06,0.83,271,0.011792,47094.9508,5114.08665716131
"360830520045","","12198",1246,9.43,2.06,0.83,271,0.011792,47094.9508,5114.08665716131
"360830521011","","12138",1468,12.21,0.15,0.98,172,0.317901,10783.9613,6080.28963877682
"360830521011","","12180",1468,12.21,0.15,0.98,172,0.317901,10783.9613,6080.28963877682
"360830521011","","12052",1468,12.21,0.15,0.98,172,0.317901,10783.9613,6080.28963877682
"360830521012","","12138",1503,12.38,0.09,0.92,282,0.171937,15756.9952,6533.68323287014
"360830521012","","12052",1503,12.38,0.09,0.92,282,0.171937,15756.9952,6533.68323287014
"360830521021","","12138",1216,12.52,0.13,0.87,280,0.352273,11506.5933,6829.46120275995
"360830521031","","12138",1261,12.64,0.39,0.91,124,0.829736,11046.5306,10062.2676850192
"360830521031","","12022",1261,12.64,0.39,0.91,124,0.829736,11046.5306,10062.2676850192
"360830521031","","12153",1261,12.64,0.39,0.91,124,0.829736,11046.5306,10062.2676850192
"360830521031","","12168",1261,12.64,0.39,0.91,124,0.829736,11046.5306,10062.2676850192
"360830521031","","12040",1261,12.64,0.39,0.91,124,0.829736,11046.5306,10062.2676850192
"360830521032","","12022",993,11.8,0.68,0.67,116,0.180108,10072.5127,4274.68704957508
"360830521032","","12138",993,11.8,0.68,0.67,116,0.180108,10072.5127,4274.68704957508
"360830521032","","12040",993,11.8,0.68,0.67,116,0.180108,10072.5127,4274.68704957508
"360830522011","","12140",1686,11.97,0.4,0.78,743,0.123693,37246.4997,13099.5997692185
"360830522011","","12198",1686,11.97,0.4,0.78,743,0.123693,37246.4997,13099.5997692185
"360830522011","","12018",1686,11.97,0.4,0.78,743,0.123693,37246.4997,13099.5997692185
"360830522011","","12196",1686,11.97,0.4,0.78,743,0.123693,37246.4997,13099.5997692185
"360830522012","","12138",1809,13.23,0.23,0.94,286,0.133208,21586.2417,7878.47551116273
"360830522012","","12018",1809,13.23,0.23,0.94,286,0.133208,21586.2417,7878.47551116273
"360830522012","Poestenkill CDP, NY","12140",1809,13.23,0.23,0.94,286,0.133208,21586.2417,7878.47551116273
"360830522012","Poestenkill CDP, NY","12180",1809,13.23,0.23,0.94,286,0.133208,21586.2417,7878.47551116273
"360830522031","","12153",1890,12.52,0.23,0.96,349,1.287115,26441.2085,29997.8394596292
"360830522031","","12018",1890,12.52,0.23,0.96,349,1.287115,26441.2085,29997.8394596292
"360830522032","Averill Park CDP, NY","12018",1402,12.53,0.87,0.81,243,0.452727,35515.3496,23896.499745373
"360830522033","","12018",973,11.26,0.5,0.91,153,0.468165,30110.9403,20602.6834172354
"360830522034","West Sand Lake CDP, NY","12196",1713,12.57,0.96,0.89,277,0.141343,43348.3603,16297.0811066082
"360830522034","West Sand Lake CDP, NY","12198",1713,12.57,0.96,0.89,277,0.141343,43348.3603,16297.0811066082
"360830522034","West Sand Lake CDP, NY","12018",1713,12.57,0.96,0.89,277,0.141343,43348.3603,16297.0811066082
"360830522035","West Sand Lake CDP, NY","12018",2125,11.25,0.47,1,133,0.370787,37978.4635,23125.9530713352
"360830522035","West Sand Lake CDP, NY","12196",2125,11.25,0.47,1,133,0.370787,37978.4635,23125.9530713352
"360830522041","","12018",1531,12.05,0.41,0.86,698,0.076845,36555.6665,10133.5709848111
"360830522041","","12196",1531,12.05,0.41,0.86,698,0.076845,36555.6665,10133.5709848111
"360830522041","","12061",1531,12.05,0.41,0.86,698,0.076845,36555.6665,10133.5709848111
"360830523011","","12180",1352,9.17,1.71,0.33,235,2.613357,65655.1504,106137.333113029
"360830523011","","12144",1352,9.17,1.71,0.33,235,2.613357,65655.1504,106137.333113029
"360830523012","","12198",1669,12.45,0.37,0.84,342,0.00464,60064.523,4091.44787620829
"360830523012","","12144",1669,12.45,0.37,0.84,342,0.00464,60064.523,4091.44787620829
"360830523013","","12180",1649,9.78,0.83,0.9,351,0.312381,62739.0462,35065.5146552783
"360830523013","","12144",1649,9.78,0.83,0.9,351,0.312381,62739.0462,35065.5146552783
"360830523013","","12198",1649,9.78,0.83,0.9,351,0.312381,62739.0462,35065.5146552783
"360830523031","","12198",1373,11.91,1.09,0.8,325,0.504082,43558.6528,30926.0913311341
"360830523041","Wynantskill CDP, NY","12198",1449,10.41,4.88,0.82,270,0.897436,45508.9939,43112.0801343555
"360830523042","Wynantskill CDP, NY","12198",1219,9.04,2.13,0.9,198,0.86,45568.4173,42258.4117483746
"360830523043","","12198",1794,11,1.1,0.91,260,0.780242,40975.0602,36193.8066910923
"360830523044","Wynantskill CDP, NY","12198",1861,11.33,0.75,0.97,488,0.139423,49076.632,18324.9147218588
"360830523044","Wynantskill CDP, NY","12180",1861,11.33,0.75,0.97,488,0.139423,49076.632,18324.9147218588
"360830523045","","12180",1578,9.44,1.36,0.92,176,0.594488,62741.722,48375.7799853773
"360830523046","","12180",1155,7.61,3.71,0.62,141,0.288032,54227.9457,29103.3862077521
"360830524021","","12196",2016,11.03,0.21,0.93,550,4.594046,55687.4613,119358.977383342
"360830524021","","12061",2016,11.03,0.21,0.93,550,4.594046,55687.4613,119358.977383342
"360830524021","","12144",2016,11.03,0.21,0.93,550,4.594046,55687.4613,119358.977383342
"360830524031","","12061",1351,8.08,5.09,0.55,394,0.980357,63009.1021,62387.188997097
"360830524032","Hampton Manor CDP, NY","12144",1599,9.48,4.32,0.81,178,0.631799,58727.3059,46679.8600409202
"360830524033","","12144",1321,9.21,3.24,0.94,461,1.380783,60818.759,71466.1307990475
"360830524034","","12144",1650,9.19,4.13,0.74,627,1.679856,60510.5013,78427.2123088621
"360830524034","","12061",1650,9.19,4.13,0.74,627,1.679856,60510.5013,78427.2123088621
"360830524041","East Greenbush CDP, NY","12061",1461,9.46,19.78,0.5,773,0.230402,50003.1194,24001.6014849393
"360830524042","East Greenbush CDP, NY","12144",1760,10.38,1.57,0.9,344,0.719528,47571.3552,40352.4002958449
"360830524042","East Greenbush CDP, NY","12061",1760,10.38,1.57,0.9,344,0.719528,47571.3552,40352.4002958449
"360830524042","","12033",1760,10.38,1.57,0.9,344,0.719528,47571.3552,40352.4002958449
"360830524043","","12144",1857,11.75,1.68,0.94,382,0.553226,52248.9053,38862.298830145
"360830524044","","12144",1436,9.19,3.15,0.76,270,0.338645,58189.2366,33862.1862014085
"360830525011","","12061",1725,10.47,0.84,0.85,269,0.89441,50724.1394,47971.4681960712
"360830525011","","12033",1725,10.47,0.84,0.85,269,0.89441,50724.1394,47971.4681960712
"360830525012","","12033",1934,11.47,0.75,0.96,283,0.379576,42316.4053,26071.0270667744
"360830525012","","12144",1934,11.47,0.75,0.96,283,0.379576,42316.4053,26071.0270667744
"360830525013","","12033",1335,11.46,0.77,0.72,647,0.434726,38891.6522,25642.726534254
"360830525013","","12156",1335,11.46,0.77,0.72,647,0.434726,38891.6522,25642.726534254
"360830525014","","12033",1936,11.99,0.34,0.88,379,0.613235,28597.31,22394.3597317371
"360830525014","","12156",1936,11.99,0.34,0.88,379,0.613235,28597.31,22394.3597317371
"360830525021","","12018",1972,12.22,0.84,0.91,609,0.276531,39589.4441,20818.5901615182
"360830525021","","12061",1972,12.22,0.84,0.91,609,0.276531,39589.4441,20818.5901615182
"360830525021","","12033",1972,12.22,0.84,0.91,609,0.276531,39589.4441,20818.5901615182
"360830525021","","12063",1972,12.22,0.84,0.91,609,0.276531,39589.4441,20818.5901615182
"360830525021","","12123",1972,12.22,0.84,0.91,609,0.276531,39589.4441,20818.5901615182
"360830525022","","12033",1647,10.41,1.03,0.96,252,1.266529,32597.5468,36685.3347820507
"360830525022","","12123",1647,10.41,1.03,0.96,252,1.266529,32597.5468,36685.3347820507
"360830525022","","12184",1647,10.41,1.03,0.96,252,1.266529,32597.5468,36685.3347820507
"360830525023","","12123",1200,11.6,0.8,1,176,0.040881,29767.3867,6018.68292642486
"360830525024","","12061",1205,9.16,0.57,0.59,70,4.379167,57680.0106,120703.839585064
"360830525024","","12033",1205,9.16,0.57,0.59,70,4.379167,57680.0106,120703.839585064
"360830525031","Castleton-on-Hudson village, NY","12033",1425,10.65,2.45,0.77,315,0.422261,31329.3277,20358.302413821
"360830526011","","12169",1737,12.53,0.22,0.95,337,0.128698,23489.6799,8426.80603337415
"360830526011","","12018",1737,12.53,0.22,0.95,337,0.128698,23489.6799,8426.80603337415
"360830526011","","12123",1737,12.53,0.22,0.95,337,0.128698,23489.6799,8426.80603337415
"360830526011","","12062",1737,12.53,0.22,0.95,337,0.128698,23489.6799,8426.80603337415
"360830526012","","12018",1363,11.72,0.27,0.8,376,0.041096,23344.8646,4732.50559116332
"360830526012","East Nassau village, NY","12062",1363,11.72,0.27,0.8,376,0.041096,23344.8646,4732.50559116332
"360830526012","","12123",1363,11.72,0.27,0.8,376,0.041096,23344.8646,4732.50559116332
