"GEOID","city","zip","housing.cost","household.co2","housing.units.per.acre","pct.owner.occupied","hi.wage.workers.home","jobs.per.household","jobs.within.45.drive","weighted.jobs.within.45.drive"
"360830526021","Nassau village, NY","12123",1153,9.81,1.6,0.59,216,0.157258,32948.707,13066.0630741692
"360830526031","","12168",1352,11.14,0.24,0.84,148,0.133333,11772.4277,4298.67743190224
"360830526031","","12169",1352,11.14,0.24,0.84,148,0.133333,11772.4277,4298.67743190224
"360830526031","","12018",1352,11.14,0.24,0.84,148,0.133333,11772.4277,4298.67743190224
"360830526032","","12168",1234,13.31,0.13,0.9,280,0.157895,13162.7591,5230.35445948397
"360830526032","","12169",1234,13.31,0.13,0.9,280,0.157895,13162.7591,5230.35445948397
"360830526032","","12018",1234,13.31,0.13,0.9,280,0.157895,13162.7591,5230.35445948397
"360830526032","","12062",1234,13.31,0.13,0.9,280,0.157895,13162.7591,5230.35445948397
"360910601011","","12828",1301,11.62,0.76,0.84,585,0.241779,19135.5019,9409.12300774208
"360910601011","","12831",1301,11.62,0.76,0.84,585,0.241779,19135.5019,9409.12300774208
"360910601012","","12828",1325,11.44,1.59,0.78,360,0.137584,18294.5166,6785.86013915451
"360910601012","","12831",1325,11.44,1.59,0.78,360,0.137584,18294.5166,6785.86013915451
"360910601013","","12831",1935,12.55,0.11,0.94,206,0.230159,16301.3799,7820.56895571064
"360910601021","","12803",1333,11.19,0.62,0.79,369,0.410853,18197.5905,11664.258052454
"360910601021","","12828",1333,11.19,0.62,0.79,369,0.410853,18197.5905,11664.258052454
"360910601022","","12803",1044,11.29,1.1,0.77,172,0.735795,20009.0248,17163.4400991452
"360910601022","","12828",1044,11.29,1.1,0.77,172,0.735795,20009.0248,17163.4400991452
"360910601023","","12803",1304,11.71,1.35,0.92,506,0.435115,17689.1578,11668.3429124623
"360910601023","","12828",1304,11.71,1.35,0.92,506,0.435115,17689.1578,11668.3429124623
"360910602001","South Glens Falls village, NY","12803",996,8.79,3.19,0.49,391,0.933538,22315.5764,21561.2586439908
"360910602002","South Glens Falls village, NY","12803",1035,8.86,3.97,0.51,222,0.755627,21167.3741,18400.1227045594
"360910603001","","12822",891,12.19,0.25,0.95,169,0.055233,10930.7194,2568.90510706072
"360910603002","","12822",1302,12.47,0.33,0.86,514,0.399314,9184.2134,5803.62355468659
"360910603002","","12833",1302,12.47,0.33,0.86,514,0.399314,9184.2134,5803.62355468659
"360910603002","","12859",1302,12.47,0.33,0.86,514,0.399314,9184.2134,5803.62355468659
"360910604001","Corinth village, NY","12822",1043,10.51,2.65,0.69,175,0.450939,12087.052,8116.69616546526
"360910604002","Corinth village, NY","12822",1074,9.76,2.98,0.57,224,1.20367,11683.4804,12818.1677996485
"360910605011","","12835",1238,11.3,0.97,0.81,335,0.053284,5838.8506,1347.80099551857
"360910605011","","12822",1238,11.3,0.97,0.81,335,0.053284,5838.8506,1347.80099551857
"360910605011","","99999",1238,11.3,0.97,0.81,335,0.053284,5838.8506,1347.80099551857
"360910605021","","12134",1254,11.1,0.1,0.95,146,0.153209,4071.9217,1593.82838562236
"360910605021","","12835",1254,11.1,0.1,0.95,146,0.153209,4071.9217,1593.82838562236
"360910605021","","99999",1254,11.1,0.1,0.95,146,0.153209,4071.9217,1593.82838562236
"360910605022","","12835",1559,10.87,0.09,0.94,44,0,2870.4116,0
"360910605022","","99999",1559,10.87,0.09,0.94,44,0,2870.4116,0
"360910605022","","12822",1559,10.87,0.09,0.94,44,0,2870.4116,0
"360910605022","","12134",1559,10.87,0.09,0.94,44,0,2870.4116,0
"360910605023","","12835",956,12.03,0.1,0.85,54,0.210046,2271.8391,1041.20148187269
"360910605023","","99999",956,12.03,0.1,0.85,54,0.210046,2271.8391,1041.20148187269
"360910605031","","12850",1652,12.56,0.11,0.92,385,0.08094,11425.279,3250.48685560201
"360910605031","","12025",1652,12.56,0.11,0.92,385,0.08094,11425.279,3250.48685560201
"360910605031","","12074",1652,12.56,0.11,0.92,385,0.08094,11425.279,3250.48685560201
"360910605031","","12134",1652,12.56,0.11,0.92,385,0.08094,11425.279,3250.48685560201
"360910605031","","99999",1652,12.56,0.11,0.92,385,0.08094,11425.279,3250.48685560201
"360910606011","","12833",1608,13.01,0.08,0.89,194,0.241135,17422.6692,8555.488592942
"360910606012","","12833",1509,10.04,1.13,0.78,179,0.088136,27119.2315,8051.07823082006
"360910606012","","12866",1509,10.04,1.13,0.78,179,0.088136,27119.2315,8051.07823082006
"360910606013","","12833",2049,8.97,0.48,0.57,150,0.486425,29227.5108,20384.4863927418
"360910606013","","12866",2049,8.97,0.48,0.57,150,0.486425,29227.5108,20384.4863927418
"360910606021","","12859",1614,13.26,0.22,1,286,0.119685,16603.0317,5743.90514261254
"360910606021","","12850",1614,13.26,0.22,1,286,0.119685,16603.0317,5743.90514261254
"360910606021","","12833",1614,13.26,0.22,1,286,0.119685,16603.0317,5743.90514261254
"360910606022","","12833",1534,11.75,0.45,0.86,435,0.13835,22121.2295,8228.08639549668
"360910606022","","12850",1534,11.75,0.45,0.86,435,0.13835,22121.2295,8228.08639549668
"360910606022","","12866",1534,11.75,0.45,0.86,435,0.13835,22121.2295,8228.08639549668
"360910606023","","12859",1740,12.66,0.28,0.85,227,0.212528,16530.5947,7620.72965909704
"360910606023","","12833",1740,12.66,0.28,0.85,227,0.212528,16530.5947,7620.72965909704
"360910607011","","12866",1084,8.24,2.02,0.59,430,3.413306,31802.318,58755.2106943248
"360910607012","","12831",1693,11.08,0.84,0.8,515,1.194004,22709.4981,24814.779866164
"360910607013","","12831",1413,12.65,0.27,0.85,420,0.484085,27102.5,18856.8942668996
"360910607013","","12866",1413,12.65,0.27,0.85,420,0.484085,27102.5,18856.8942668996
"360910607021","","12831",2125,11.74,1.26,0.91,647,0.21108,24545.7053,11277.1422444785
"360910607021","","12866",2125,11.74,1.26,0.91,647,0.21108,24545.7053,11277.1422444785
"360910607022","","12831",1343,10.49,2.13,0.62,791,0.45614,24892.2452,16811.7587587424
"360910607022","","12833",1343,10.49,2.13,0.62,791,0.45614,24892.2452,16811.7587587424
"360910607022","","12866",1343,10.49,2.13,0.62,791,0.45614,24892.2452,16811.7587587424
"360910607023","","12866",1830,11.98,1.08,0.96,331,0.3,29243.091,16017.1005918763
"360910608001","","12831",1312,12.43,0.58,0.76,604,0.21106,21866.2212,10045.6190320199
"360910608001","","12871",1312,12.43,0.58,0.76,604,0.21106,21866.2212,10045.6190320199
"360910608002","","12871",1782,13.77,1.43,0.92,450,0.220651,18869.0561,8863.45666515805
"360910608002","","12831",1782,13.77,1.43,0.92,450,0.220651,18869.0561,8863.45666515805
"360910608002","","12866",1782,13.77,1.43,0.92,450,0.220651,18869.0561,8863.45666515805
"360910609011","","12871",1818,11.95,0.85,0.88,380,0.216102,13982.9486,6500.22147820445
"360910609011","","12884",1818,11.95,0.85,0.88,380,0.216102,13982.9486,6500.22147820445
"360910609011","","12170",1818,11.95,0.85,0.88,380,0.216102,13982.9486,6500.22147820445
"360910609012","","12871",2197,13.35,0.13,0.96,138,0.119122,21618.6609,7461.47653664372
"360910609012","","12866",2197,13.35,0.13,0.96,138,0.119122,21618.6609,7461.47653664372
"360910609013","","12871",2170,12.01,0.3,0.8,262,0.427466,20992.9173,13725.3549199747
"360910609013","","12866",2170,12.01,0.3,0.8,262,0.427466,20992.9173,13725.3549199747
"360910609013","","12170",2170,12.01,0.3,0.8,262,0.427466,20992.9173,13725.3549199747
"360910609021","Schuylerville village, NY","12871",1086,9.74,3.96,0.53,175,1.464583,15723.794,19028.9287425826
"360910609022","Schuylerville village, NY","12871",1468,10.25,1.88,0.76,90,0.090196,13708.6549,4117.07219514223
"360910609022","Victory village, NY","12884",1468,10.25,1.88,0.76,90,0.090196,13708.6549,4117.07219514223
"360910610001","Saratoga Springs city, NY","12866",1810,6.07,8.82,0.27,117,2.220459,37809.1743,56340.2243864948
"360910610002","Saratoga Springs city, NY","12866",1315,8.17,7.58,0.4,75,4.188235,37198.899,76128.2079831116
"360910610003","Saratoga Springs city, NY","12866",834,6.25,10.45,0.09,53,5.663677,38755.0505,92231.1334682188
"360910610004","Saratoga Springs city, NY","12866",1833,7.47,11.47,0.53,89,0.209632,38031.3411,17412.8728624026
"360910610005","Saratoga Springs city, NY","12866",1340,7.47,6.64,0.36,270,3.243714,37334.0117,67239.7262839654
"360910610006","Saratoga Springs city, NY","12866",246,3.2,12.79,0.08,126,3.23506,38642.41,69503.2917987935
"360910611001","Saratoga Springs city, NY","12866",1343,9.45,4.27,0.64,186,0.795964,36008.8041,32125.9079786996
"360910611002","Saratoga Springs city, NY","12866",1734,9.7,1.59,0.78,166,0.620948,32365.5164,25504.1090690484
"360910611003","Saratoga Springs city, NY","12866",1849,7.69,4.48,0.53,139,4.88,36308.4208,80207.9231399902
"360910611004","Saratoga Springs city, NY","12866",2054,10.43,1.6,0.84,124,0.574751,34855.1492,26424.5021586725
"360910611005","Saratoga Springs city, NY","12866",372,5.58,11.32,0,52,0,36231.2145,0
"360910611006","Saratoga Springs city, NY","12866",1780,7.56,5,0.65,216,0.103093,36472.9674,11710.776359519
"360910611007","Saratoga Springs city, NY","12866",974,8.25,4.09,0.42,219,1.92569,35526.0062,49299.1662841888
"360910612001","Saratoga Springs city, NY","12866",1310,7.89,2.69,0.66,166,3.797732,37515.5345,73109.4127424975
"360910612002","Saratoga Springs city, NY","12866",1109,7.43,6.05,0.64,141,0.349241,36891.4888,21801.6214021173
"360910612003","Saratoga Springs city, NY","12866",1093,9.4,4.55,0.38,139,4.089485,35360.4672,71507.6168201919
"360910612004","Saratoga Springs city, NY","12866",506,3.93,5.41,0.23,93,2.086275,32782.581,47350.9743400456
"360910612005","Saratoga Springs city, NY","12866",1398,7,7.52,0.15,96,0.446623,35937.9776,24017.2996124461
"360910612006","Saratoga Springs city, NY","12866",1409,9.45,2.95,0.82,411,8.896057,35461.2325,105767.588958676
"360910613011","Saratoga Springs city, NY","12866",2588,11.88,0.6,0.94,543,0.530565,25358.6664,18471.2254506607
"360910613012","Saratoga Springs city, NY","12866",3135,11.25,0.93,0.88,177,1.29902,31131.5797,35482.0805372679
"360910613012","Saratoga Springs city, NY","12020",3135,11.25,0.93,0.88,177,1.29902,31131.5797,35482.0805372679
"360910613021","Saratoga Springs city, NY","12866",1309,8.62,3.65,0.42,562,0.965859,30296.0615,29774.4014168296
"360910613021","Saratoga Springs city, NY","12833",1309,8.62,3.65,0.42,562,0.965859,30296.0615,29774.4014168296
"360910613022","Saratoga Springs city, NY","12866",1800,10.55,1.68,0.78,322,2.688435,28331.4262,46453.4750392055
"360910613023","Saratoga Springs city, NY","12866",1269,11.13,0.72,0.7,208,0.122905,26165.2356,9172.95842598238
"360910613024","Saratoga Springs city, NY","12866",1643,10.68,2.07,0.95,165,0.134796,27143.194,9965.50825409294
"360910613025","Saratoga Springs city, NY","12866",1676,11.4,2.22,0.94,253,0.05314,28949.5078,6673.47379248323
"360910614011","","12866",1254,11.58,0.94,0.87,478,0.899225,23445.1805,22232.4726589531
"360910614011","","12850",1254,11.58,0.94,0.87,478,0.899225,23445.1805,22232.4726589531
"360910614011","","12863",1254,11.58,0.94,0.87,478,0.899225,23445.1805,22232.4726589531
"360910614011","","12020",1254,11.58,0.94,0.87,478,0.899225,23445.1805,22232.4726589531
"360910614012","","12020",1357,11.57,6.83,0.82,329,0.091019,27101.8206,8176.44455309666
"360910614031","","12020",1888,10.98,1.24,0.79,238,0.13931,29894.6161,11157.9426991616
"360910614032","North Ballston Spa CDP, NY","12020",1289,10.26,0.54,0.55,169,0.304636,30317.439,16733.3588453147
"360910614033","North Ballston Spa CDP, NY","12020",1353,10.68,1.43,0.93,290,0.575372,33002.9529,25033.8220827668
"360910614034","Milton CDP, NY","12020",1560,10.54,2.08,0.9,543,0.091232,29454.8941,8896.74337208263
"360910614041","","12866",1640,11.56,1.31,0.88,721,0.384051,26269.8717,16279.9250772769
"360910614041","","12020",1640,11.56,1.31,0.88,721,0.384051,26269.8717,16279.9250772769
"360910615001","","12074",1462,11.66,0.2,0.89,437,0.206452,8192.4926,3722.42198908691
"360910615001","","12025",1462,11.66,0.2,0.89,437,0.206452,8192.4926,3722.42198908691
"360910615001","","12086",1462,11.66,0.2,0.89,437,0.206452,8192.4926,3722.42198908691
"360910615001","","12010",1462,11.66,0.2,0.89,437,0.206452,8192.4926,3722.42198908691
"360910615001","","12850",1462,11.66,0.2,0.89,437,0.206452,8192.4926,3722.42198908691
"360910615002","","12850",1799,12.62,0.11,0.87,331,0.216418,19356.4252,9004.75380058538
"360910615002","","12074",1799,12.62,0.11,0.87,331,0.216418,19356.4252,9004.75380058538
"360910615002","","12020",1799,12.62,0.11,0.87,331,0.216418,19356.4252,9004.75380058538
"360910616001","","12019",1843,12.01,0.55,0.89,194,0.282353,29190.4885,15510.9202947928
"360910616001","","12302",1843,12.01,0.55,0.89,194,0.282353,29190.4885,15510.9202947928
"360910616002","","12019",1691,11.4,1.12,0.98,247,0.128535,29258.3858,10489.6515815001
"360910616002","","12302",1691,11.4,1.12,0.98,247,0.128535,29258.3858,10489.6515815001
"360910616003","","12020",2012,13.32,0.1,0.95,236,0.365651,27697.5312,16748.4431328877
"360910616003","","12019",2012,13.32,0.1,0.95,236,0.365651,27697.5312,16748.4431328877
"360910616003","","12010",2012,13.32,0.1,0.95,236,0.365651,27697.5312,16748.4431328877
"360910616003","","12302",2012,13.32,0.1,0.95,236,0.365651,27697.5312,16748.4431328877
"360910616003","","12027",2012,13.32,0.1,0.95,236,0.365651,27697.5312,16748.4431328877
"360910616004","","12020",1746,12.69,0.07,0.97,287,0.178947,23750.9335,10047.1501968022
"360910616004","","12019",1746,12.69,0.07,0.97,287,0.178947,23750.9335,10047.1501968022
"360910616004","","12074",1746,12.69,0.07,0.97,287,0.178947,23750.9335,10047.1501968022
"360910616004","","12010",1746,12.69,0.07,0.97,287,0.178947,23750.9335,10047.1501968022
"360910617011","","12020",1531,11.05,0.67,0.7,743,1.299914,37003.1302,42188.6641653438
"360910617012","","12020",2008,12.25,0.24,0.9,214,0.49345,40715.3422,28600.897786416
"360910617012","","12019",2008,12.25,0.24,0.9,214,0.49345,40715.3422,28600.897786416
"360910617021","","12019",1723,11.69,0.3,0.75,362,0.154459,33710.8021,13248.7741089699
"360910617021","","12020",1723,11.69,0.3,0.75,362,0.154459,33710.8021,13248.7741089699
"360910617021","","12027",1723,11.69,0.3,0.75,362,0.154459,33710.8021,13248.7741089699
"360910617022","","12027",1576,11.18,0.91,0.9,325,0.597586,37259.2654,28802.7858459735
"360910617023","","12019",1554,10.93,0.89,0.85,387,1.185455,39613.9784,43131.1459267568
"360910617023","","12027",1554,10.93,0.89,0.85,387,1.185455,39613.9784,43131.1459267568
"360910617023","","12302",1554,10.93,0.89,0.85,387,1.185455,39613.9784,43131.1459267568
"360910618001","North Ballston Spa CDP, NY","12020",1491,9.47,2.88,0.66,539,0.584886,32371.3165,24756.8836153445
"360910618002","Ballston Spa village, NY","12020",899,7.45,4.01,0.41,300,5.598145,36296.5683,85879.1303005698
"360910618003","Ballston Spa village, NY","12020",1219,8.07,3.36,0.46,269,0.808684,37167.0674,33423.1763580429
"360910619011","","12019",1131,9.01,5.16,0.17,475,0.074919,39121.3277,10708.0298064138
"360910619012","","12019",1314,11.34,2.1,0.69,275,0.13079,46157.1026,16692.6700491754
"360910619013","","12020",1755,11.72,0.67,0.89,826,1.099768,41495.4252,43516.1794034031
"360910619013","","12019",1755,11.72,0.67,0.89,826,1.099768,41495.4252,43516.1794034031
"360910619014","","12020",1872,11.5,0.71,0.45,219,0.708266,34976.0564,29435.3387172667
"360910619014","","12866",1872,11.5,0.71,0.45,219,0.708266,34976.0564,29435.3387172667
"360910619015","","12020",1656,10.15,1.43,0.75,246,1.06951,36480.9622,37727.5592048437
"360910619031","","12020",1373,9.73,2.97,0.59,350,1.100962,44105.7671,46278.7419579291
"360910619031","","12118",1373,9.73,2.97,0.59,350,1.100962,44105.7671,46278.7419579291
"360910619031","Round Lake village, NY","12151",1373,9.73,2.97,0.59,350,1.100962,44105.7671,46278.7419579291
"360910619032","","12020",1418,11.69,1.15,0.86,397,0.625197,35533.5725,28096.1825375543
"360910619032","","12118",1418,11.69,1.15,0.86,397,0.625197,35533.5725,28096.1825375543
"360910619033","","12020",1440,11.34,1.54,0.83,623,0.065686,37082.8487,9504.06717363719
"360910620001","","12170",1579,11.88,1.77,0.78,633,0.041829,28396.4208,5807.67552471653
"360910620001","","12118",1579,11.88,1.77,0.78,633,0.041829,28396.4208,5807.67552471653
"360910620002","","12170",1834,10.91,0.27,0.98,392,0.190865,25003.1115,10923.3841217006
"360910620002","","12866",1834,10.91,0.27,0.98,392,0.190865,25003.1115,10923.3841217006
"360910620002","","12118",1834,10.91,0.27,0.98,392,0.190865,25003.1115,10923.3841217006
"360910620003","","12118",1600,12.5,0.4,0.76,195,0.413276,25102.4852,16137.5207018596
"360910620003","","12866",1600,12.5,0.4,0.76,195,0.413276,25102.4852,16137.5207018596
"360910620004","","12170",1504,13.28,0.33,1,261,0.288889,18862.1265,10138.0903178997
"360910621001","Stillwater village, NY","12170",1354,11.14,2.17,0.71,290,0.691603,22775.867,18941.0195489493
"360910620004","","12118",1504,13.28,0.33,1,261,0.288889,18862.1265,10138.0903178997
"360910622001","Mechanicville city, NY","12118",845,8.13,6.28,0.36,188,0.919065,32184.8303,30854.9137924216
"360910622002","Mechanicville city, NY","12118",896,8.47,5.54,0.23,104,0.513932,35092.3973,25157.4065160639
"360910622003","Mechanicville city, NY","12118",1022,8.65,5.25,0.35,227,1.034483,36725.2271,37353.0585959
"360910623001","Mechanicville city, NY","12118",1149,9.96,8.17,0.74,119,0.016722,34855.4112,4507.27773881979
"360910623002","Mechanicville city, NY","12118",985,8.03,8.65,0.33,249,0.300156,37171.0783,20364.7308376293
"360910624031","","12065",1346,8.55,7.03,0.76,254,0.052453,51895.5301,11885.4360233361
"360910624031","","12188",1346,8.55,7.03,0.76,254,0.052453,51895.5301,11885.4360233361
"360910624032","","12065",1660,9.99,1.78,0.77,591,0.400195,54294.0308,34346.9291400518
"360910624033","","12065",1174,10.81,3.06,0.4,470,0.15767,52538.2955,20861.7392404403
"360910624034","","12188",1647,11.96,1.49,0.91,349,0.32,53435.2484,30227.5411984221
"360910624034","","12065",1647,11.96,1.49,0.91,349,0.32,53435.2484,30227.5411984221
"360910624041","","12118",1785,11.28,0.41,0.91,454,0.65312,45261.9814,36578.8504833197
"360910624041","","12065",1785,11.28,0.41,0.91,454,0.65312,45261.9814,36578.8504833197
"360910624041","","12188",1785,11.28,0.41,0.91,454,0.65312,45261.9814,36578.8504833197
"360910624051","","12065",1469,9.81,1.99,0.49,465,1.898034,52918.6737,72905.6094603837
"360910624052","","12065",1688,9.06,3.8,0.48,381,0.947242,50302.2005,48957.2998398854
"360910624053","","12065",1031,7.99,10.21,0,433,0.52194,50071.5945,36174.431283417
"360910624061","","12118",1572,9.89,2.47,0.67,426,0.139175,43101.9868,16079.6986200144
"360910624061","","12065",1572,9.89,2.47,0.67,426,0.139175,43101.9868,16079.6986200144
"360910624062","","12065",1728,11.43,2.2,0.56,123,2.38125,50041.5821,77220.6633933749
"360910625011","","12151",1838,12.35,0.94,0.96,647,1.04902,42540.3665,43570.5569384386
"360910625011","","12065",1838,12.35,0.94,0.96,647,1.04902,42540.3665,43570.5569384386
"360910625011","Country Knolls CDP, NY","12019",1838,12.35,0.94,0.96,647,1.04902,42540.3665,43570.5569384386
"360910625012","","12065",1992,11.52,1.59,0.96,693,2.9615,44825.2381,77139.7937921297
"360910625012","","12019",1992,11.52,1.59,0.96,693,2.9615,44825.2381,77139.7937921297
"360910625031","","12065",1931,11.57,1.24,0.87,339,0.090226,50500.2882,15169.0963087439
"360910625032","","12065",1453,10.25,4.67,0.53,740,2.310954,53614.3318,81503.554256883
"360910625033","","12065",2169,11.37,1.18,0.87,321,0.294845,48239.1182,26193.6635056873
"360910625051","","12118",1955,12.07,0.69,0.88,768,0.687449,44137.8546,36595.8182421741
"360910625051","","12151",1955,12.07,0.69,0.88,768,0.687449,44137.8546,36595.8182421741
"360910625051","","12065",1955,12.07,0.69,0.88,768,0.687449,44137.8546,36595.8182421741
"360910625061","","12065",1862,11.56,1.14,0.93,445,0.321526,51346.1282,29114.9299557885
"360910625062","","12065",1504,10.84,1.38,0.98,343,0.009804,38500.7408,3812.15663912524
"360910625063","","12065",1723,10.52,2.73,0.83,591,0.146886,49384.1878,18926.8402992502
"360910625071","","12065",1530,10.5,3.47,0.49,526,0.064693,42362.4684,10774.8170152156
"360910625071","","12148",1530,10.5,3.47,0.49,526,0.064693,42362.4684,10774.8170152156
"360910625072","","12065",1706,10.81,1.33,0.99,355,0.073806,43004.9602,11683.2692245242
"360910625072","","12148",1706,10.81,1.33,0.99,355,0.073806,43004.9602,11683.2692245242
"360910625081","","12065",1565,11.75,1.33,0.97,628,0.419019,47279.5344,30604.8354684997
"360910625082","","12065",976,7.69,1.73,0.02,160,4.048387,53691.0169,108029.568229768
"360910625083","","12065",2058,10.61,1.93,0.82,457,3.071693,54794.378,96033.9750038745
"360910625091","","12065",2163,11.29,0.94,0.95,395,0.347692,46028.5779,27140.9413289558
"360910625092","","12065",1205,6.96,0.14,0.28,8,38.193548,55549.8245,343303.074853311
"360910625094","","12065",1372,9.4,2.94,0.43,309,0.797997,49705.3176,44402.097125274
"360910626011","","12019",2049,12.31,0.39,0.96,408,0.245614,41345.6045,20490.6580090366
"360910626011","","12148",2049,12.31,0.39,0.96,408,0.245614,41345.6045,20490.6580090366
"360910626011","","12065",2049,12.31,0.39,0.96,408,0.245614,41345.6045,20490.6580090366
"360910626012","","12019",1919,12.71,1.05,1,261,0.065625,45454.434,11644.233682314
"360910626021","","12065",2142,11.34,0.39,0.8,408,0.423006,48723.9366,31689.5179704857
"360910626021","","12019",2142,11.34,0.39,0.8,408,0.423006,48723.9366,31689.5179704857
"360910626021","","12148",2142,11.34,0.39,0.8,408,0.423006,48723.9366,31689.5179704857
"360910626022","","12065",2178,11.95,2.37,0.87,1237,0.339089,45122.7199,26275.5684786208
"360910626022","","12148",2178,11.95,2.37,0.87,1237,0.339089,45122.7199,26275.5684786208
"360910627001","","12188",1421,12.17,1.29,0.67,265,3.557461,49438.6027,93247.2991245908
"360910627002","","12188",1552,10.69,2.58,0.66,739,0.215863,48596.2225,22578.3195897073
"360910627003","","12188",898,7.75,7.46,0.54,231,0.177106,59014.9948,24835.8489842603
"360910627004","","12188",1462,9.13,3.17,0.66,208,0.521303,56809.38,41017.119845031
"360910628001","Waterford village, NY","12188",1172,7.43,7.97,0.52,372,0.271116,51945.5872,27047.4442400061
"360930201011","Schenectady city, NY","12309",1017,6.21,10.01,0.2,235,0.133238,57206.7238,20881.4729120249
"360930201011","Schenectady city, NY","12308",1017,6.21,10.01,0.2,235,0.133238,57206.7238,20881.4729120249
"360930201012","Schenectady city, NY","12308",1673,9.57,3.48,0.93,316,0.334783,58859.6341,34056.440643042
"360930201012","Schenectady city, NY","12309",1673,9.57,3.48,0.93,316,0.334783,58859.6341,34056.440643042
"360930201021","Schenectady city, NY","12308",1007,7.68,8.32,0.48,128,0.058376,57562.4551,13907.7371911917
"360930201022","Schenectady city, NY","12308",620,6.71,5.58,0.36,212,0,52689.0056,0
"360930201022","Schenectady city, NY","12309",620,6.71,5.58,0.36,212,0,52689.0056,0
"360930202001","Schenectady city, NY","12308",996,8.85,7.27,0.56,95,1.525907,55541.7342,68609.3758379099
"360930202001","Schenectady city, NY","12309",996,8.85,7.27,0.56,95,1.525907,55541.7342,68609.3758379099
"360930202002","Schenectady city, NY","12305",1118,6.28,8.3,0.3,153,2.7632,57438.1566,95478.7343580781
"360930202002","Schenectady city, NY","12308",1118,6.28,8.3,0.3,153,2.7632,57438.1566,95478.7343580781
"360930203001","Schenectady city, NY","12305",792,6.97,9.35,0.23,76,1.525806,59199.1374,73124.8583424341
"360930203002","Schenectady city, NY","12305",1328,6.68,8.87,0.34,127,0.866142,59208.9566,55103.8517578859
"360930205001","Schenectady city, NY","12309",1828,9.04,4.1,0.94,273,0.06044,60102.9037,14776.0272050671
"360930205002","Schenectady city, NY","12309",1199,7.99,5.87,0.76,175,0.541547,60946.3164,44850.3192877307
"360930205003","Schenectady city, NY","12309",1434,7.89,6.11,0.7,141,0.375,60939.2054,37317.4896401643
"360930205004","Schenectady city, NY","12309",1665,8.54,6.12,0.96,172,0.165266,61835.6128,25137.9829292001
"360930205004","Schenectady city, NY","12308",1665,8.54,6.12,0.96,172,0.165266,61835.6128,25137.9829292001
"360930205005","Schenectady city, NY","12308",1406,7.69,6.76,0.64,115,0.151111,62170.4488,24167.5175304612
"360930205006","Schenectady city, NY","12308",1215,8.68,4.98,0.67,167,0.099379,58902.0036,18568.5238192484
"360930206001","Schenectady city, NY","12309",1480,9.56,4.89,0.76,289,1.393805,61534.2177,72647.0013679425
"360930206001","Schenectady city, NY","12304",1480,9.56,4.89,0.76,289,1.393805,61534.2177,72647.0013679425
"360930206002","Schenectady city, NY","12309",1242,7.95,7.08,0.64,297,0.241379,62629.4794,30770.0742030304
"360930206002","Schenectady city, NY","12308",1242,7.95,7.08,0.64,297,0.241379,62629.4794,30770.0742030304
"360930206002","Schenectady city, NY","12304",1242,7.95,7.08,0.64,297,0.241379,62629.4794,30770.0742030304
"360930207001","Schenectady city, NY","12304",1124,6.72,8.82,0.48,364,0.043,62928.0307,13049.0341809096
"360930207001","Schenectady city, NY","12307",1124,6.72,8.82,0.48,364,0.043,62928.0307,13049.0341809096
"360930207002","Schenectady city, NY","12304",1118,8.06,3.61,0.84,50,0.444444,65852.7146,43901.787782423
"360930207003","Schenectady city, NY","12304",1107,7.49,9.84,0.59,67,0,62281.3818,0
"360930207004","Schenectady city, NY","12304",931,6.8,9.12,0.24,84,0.111111,62685.6466,20895.205085723
"360930208001","Schenectady city, NY","12308",878,5.08,15.74,0.02,99,0.151242,59515.3295,23145.4190561618
"360930208002","Schenectady city, NY","12308",940,7.37,9.09,0.33,99,0.072052,61226.872,16434.8253262872
"360930208003","Schenectady city, NY","12307",1041,7.44,7.36,0.43,67,0.485175,61484.2927,42826.579438135
"360930208004","Schenectady city, NY","12307",785,5.66,10.75,0.22,53,0.58908,62332.8769,47841.4474447921
"360930209001","Schenectady city, NY","12307",888,5.6,9.22,0.26,76,0.34188,62597.6497,36601.1621388434
"360930209002","Schenectady city, NY","12307",903,5.66,8.64,0.2,93,0.93314,62863.2426,60725.3717428044
"360930209003","Schenectady city, NY","12307",1000,5.52,9.02,0.56,46,0.012658,63521.82,7146.69879152261
"360930209004","Schenectady city, NY","12307",937,6.13,10.55,0.29,33,0.398058,61850.1534,39022.3984769746
"360930210011","Schenectady city, NY","12305",632,4.56,9.36,0.08,90,15.002994,60655.6889,234941.916656258
"360930210021","Schenectady city, NY","12307",514,2.82,27.36,0.16,56,0.346835,62249.1032,36660.1770015334
"360930210022","Schenectady city, NY","12307",1150,5.9,7.42,0.39,45,0.019672,60391.6373,8470.34426471563
"360930210023","Schenectady city, NY","12305",347,4.29,12.09,0.23,40,0.208716,60558.5462,27666.4420802017
"360930210023","Schenectady city, NY","12307",347,4.29,12.09,0.23,40,0.208716,60558.5462,27666.4420802017
"360930212001","Schenectady city, NY","12306",958,8.46,5.96,0.36,150,0.167939,53425.7503,21894.0654201387
"360930212002","Schenectady city, NY","12306",1114,8.1,7.78,0.58,175,0.172691,50450.8798,20965.4214161209
"360930212003","Schenectady city, NY","12306",1197,8.09,5.36,0.72,122,0.013228,48918.8756,5626.30873010896
"360930214001","Schenectady city, NY","12303",1040,8.33,7.8,0.56,78,0.261845,59990.8191,30697.7775309447
