"GEOID","population","households","acreage","pct.housing.transpo.typical.income.household","pct.housing.typical.income","housing.cost","pct.transpo.typical.income.household","household.co2","autos.typical.income.household","typical.income.household.mileage","pct.transit.commuters.typical.income.household","typical.income.household.transpo.cost","typical.income.household.auto.ownership.cost","typical.income.household.mileage.cost","typical.income.household.transit.trips","overall.employment.index","employment.mix.index","housing.units.per.acre","walkable.index","gross.household.density","median.monthly.homeowner.cost","median.monthly.rent","pct.single.fam","pct.owner.occupied","pct.renter.occupied","cbsa.total.employ","cbsa.total.workers","pct.working.age","zero.auto","one.auto","two.plus.auto","num.workers.home","low.wage.home","med.wage.home","hi.wage.home","total.employ","retail.jobs","office.jobs","industrial.jobs","service.jobs","entertainment.jobs","education.jobs","healthcare.jobs","public.admin.jobs","job.type.mix","low.wage.work","med.wage.work","hi.wage.work","jobs.per.household","pct.bg.employ.near.transit","jobs.within.45.drive","workers.within.45.drive"
"360930320005",768,279,85.41,0.53,0.31,1606,0.22,9.77,1.82,21046,0.01,13632,10362,3253,17,8.2,88,4.11,2.8,3.27,1606,1018,1,1,0,412385,395114,0.7319,0,139,164,594,149,152,293,38,0,0,0,8,0,0,30,0,0,24,9,5,0.128378,0,60684.8402,92669.9768
"360010138016",1955,790,589.44,0.52,0.3,1542,0.23,9.8,1.88,22198,0.02,14184,10724,3431,29,7,87,1.89,2.7,1.34,1542,1114,0.91,0.87,0.13,412385,395114,0.77832,69,115,468,733,185,233,315,314,171,32,78,25,0,1,1,6,0.628684,45,105,164,0.495268,0,62299.0755,84084.1038
"360010140013",676,287,256.48,0.46,0.25,1312,0.2,8.51,1.68,19532,0.05,12661,9573,3019,68,9.2,89,3.63,4.8,1.12,1364,1109,0.82,0.79,0.21,412385,395114,0.82597,65,195,86,288,81,89,118,3319,815,124,427,378,49,2,634,890,0.824613,1105,1075,1139,9.996988,0,95502.3471,113499.4037
"360010014003",698,491,114.19,0.26,0.12,643,0.13,3.53,1.1,11135,0.17,8243,6269,1721,247,9.9,89,25.82,9.6,4.3,1386,643,0,0,1,412385,395114,0.95268,196,154,0,163,45,56,62,107,0,3,0,71,0,0,33,0,0.669169,24,48,35,0.324242,0,98451.2786,113547.9088
"360010145022",1511,603,9993.16,0.56,0.3,1559,0.26,10.88,2.17,25404,0,16296,12370,3926,0,3.7,84,0.27,0.7,0.06,1655,675,0.88,0.9,0.1,412385,395114,0.78934,28,232,432,843,190,248,405,164,25,0,120,10,9,0,0,0,0.609654,40,62,62,0.25192,0,28698.9414,41951.2681
"360010137061",2165,766,677.64,0.66,0.44,2308,0.22,9.73,1.81,21678,0.01,13665,10305,3350,9,9.5,87,1.32,2.1,1.13,2347,1727,1,0.94,0.06,412385,395114,0.758,21,227,589,1048,234,229,585,1283,246,90,502,193,177,47,26,2,0.788033,444,435,404,1.574233,0,86194.694,107719.0443
"360010135081",1682,554,1207.04,0.68,0.44,2260,0.25,12,2.03,24622,0,15396,11591,3805,0,6.3,86,1.72,1.1,0.46,2351,1116,0.95,0.93,0.07,412385,395114,0.70384,0,242,449,894,216,224,454,295,65,14,60,73,4,0,78,1,0.810292,71,110,114,0.446293,0,58777.5594,85554.4249
"360010134003",715,435,212.72,0.38,0.2,1029,0.18,5.64,1.51,16911,0.05,11337,8643,2614,78,7,89,8,8.7,2.04,1344,817,0.19,0.4,0.6,412385,395114,0.80042,137,233,128,532,134,220,178,268,0,5,155,61,15,31,0,1,0.647177,50,106,112,0.594235,0,68243.4862,94443.4616
"360010137054",1775,720,352.38,0.38,0.17,893,0.21,8.99,1.7,20584,0.03,12931,9711,3181,38,9.6,88,2.85,3.9,2.04,1112,893,0.78,0.84,0.16,412385,395114,0.80757,0,324,425,769,176,224,369,1058,107,78,63,62,9,1,737,1,0.51156,141,447,470,1.455296,0,85901.5242,104400.8966
"360010137072",2042,864,644.94,0.61,0.39,2009,0.23,9.32,1.87,21982,0,14057,10655,3397,5,8.8,88,1.76,1.8,1.34,2009,1104,0.99,0.98,0.02,412385,395114,0.81795,0,305,553,1143,261,274,608,303,3,14,19,48,46,166,6,1,0.656749,99,84,120,0.363309,0,79581.6872,99143.275
"360010003003",1515,791,528.28,0.37,0.19,996,0.18,6.48,1.45,17811,0.04,11097,8283,2753,60,9.7,88,4.92,7.8,1.5,1006,996,0.4,0.4,0.6,412385,395114,0.91248,0,417,326,505,147,191,167,846,19,268,132,65,3,0,356,3,0.688975,115,372,359,1.247788,0,87232.6051,107591.5376
"360010146151",2897,1246,1448.56,0.47,0.28,1453,0.19,7.72,1.5,19287,0.03,11589,8565,2981,42,7.1,87,6.59,8,0.86,2808,1137,0.2,0.19,0.81,412385,395114,0.86015,97,623,614,947,233,229,485,1023,213,143,52,47,109,10,447,2,0.7466,387,425,211,0.860387,0,60043.3693,77949.7719
"360010136021",907,452,1001.03,0.36,0.18,918,0.19,7.59,1.53,18256,0.04,11637,8755,2821,59,7.4,88,13.81,8.1,0.45,1135,851,0.32,0.24,0.76,412385,395114,0.83263,51,287,481,367,76,102,189,1134,158,282,276,139,23,9,188,59,0.861312,318,356,460,1.53867,0,80210.4005,105391.9489
"360010026004",759,346,677.6,0.29,0.11,576,0.17,6.98,1.39,17905,0.09,10852,7957,2767,124,9.5,87,3.7,8.1,0.51,1000,576,0.05,0.47,0.53,412385,395114,0.67984,65,217,77,353,108,165,80,1459,27,7,763,74,1,0,586,1,0.496446,255,596,608,4.329377,0,79825.6279,99955.4808
"360010127002",539,272,93.07,0.35,0.16,829,0.19,6.45,1.54,17465,0.05,11554,8777,2699,77,6.9,87,7.7,8.5,2.92,780,894,0.11,0.57,0.43,412385,395114,0.80958,41,211,140,276,58,102,116,63,0,1,17,1,0,32,12,0,0.711383,17,21,25,0.176966,0,61115.6947,93519.8651
"360010137031",2568,576,3986.59,0.57,0.34,1773,0.23,9.49,1.86,22398,0,14084,10619,3462,3,9.1,88,1.22,2.4,0.14,1883,1092,0.89,0.86,0.14,412385,395114,0.8512,41,180,405,1136,278,277,581,10824,741,2378,1827,2488,1249,819,1011,311,0.924634,2267,3284,5273,17.950249,0,74895.443,91713.2581
"360010129001",1397,509,217.87,0.4,0.22,1135,0.18,7.47,1.5,17824,0.04,11381,8569,2755,56,6.8,86,4.89,8.7,2.34,1393,1032,0.1,0.28,0.72,412385,395114,0.75154,104,310,235,585,159,217,209,118,0,12,75,26,5,0,0,0,0.712499,19,39,60,0.207018,0,60645.8784,92190.9082
"360010128001",742,347,231.49,0.34,0.17,863,0.18,6.06,1.44,16905,0.07,10933,8211,2613,107,7.7,87,4.9,8.8,1.5,1023,816,0.13,0.22,0.78,412385,395114,0.76107,99,229,174,327,87,137,103,606,29,14,401,110,41,0,8,3,0.55558,97,149,360,1.446301,0,73512.1805,105185.7478
"360010143011",920,385,2112.02,0.5,0.26,1366,0.24,10.49,1.94,24287,0,14853,11098,3753,1,6.7,83,0.75,2.7,0.18,1539,675,0.75,0.8,0.2,412385,395114,0.776,33,47,285,440,100,135,205,725,59,4,2,14,0,644,1,1,0.230598,119,209,397,2.083333,0,38006.4997,53644.9695
"360010001001",918,368,496.83,0.36,0.18,958,0.18,6.46,1.43,17471,0.06,10980,8188,2700,89,9.5,88,6.42,8.1,0.74,1043,897,0.27,0.42,0.58,412385,395114,0.74186,115,199,140,562,159,254,149,1974,140,310,1168,315,27,3,11,0,0.60601,193,542,1239,5.048593,0,86326.4848,106303.2843
"360010146132",1589,501,5515.43,0.6,0.35,1836,0.25,11.16,2.03,24528,0,15368,11570,3791,6,4.5,85,0.38,1.8,0.09,1836,1120,0.72,0.87,0.13,412385,395114,0.7957,0,145,332,455,133,130,192,712,15,39,484,100,2,35,5,32,0.537331,130,256,326,1.715663,0,38168.1458,54831.7625
"360010145012",350,162,3060.29,0.63,0.4,2089,0.23,9.48,1.88,23351,0.01,14339,10719,3609,11,7.8,85,0.08,3.2,0.05,2660,946,0.66,0.67,0.33,412385,395114,0.79255,0,0,179,176,44,51,81,369,3,3,27,21,53,245,17,0,0.5782,140,85,144,2.30625,0,43978.0774,59415.1315
"360010146061",600,217,323.04,0.58,0.34,1750,0.24,10.89,2.01,23874,0.01,15185,11479,3690,16,5.8,86,0.95,1,0.67,1750,1201,0.98,1,0,412385,395114,0.75407,0,30,210,294,86,59,149,419,159,8,147,51,16,0,38,0,0.786643,124,121,174,1.782979,0,50478.152,72165.7344
"360010148011",2355,987,23888.1,0.53,0.27,1386,0.26,10.59,2.14,25276,0,16114,12203,3906,4,5.1,82,0.32,0.7,0.04,1446,745,0.83,0.91,0.09,412385,395114,0.80297,72,329,965,1151,234,420,497,82,16,0,30,10,14,0,12,0,0.948385,36,35,11,0.085506,0,17239.6601,27672.2211
"360010135061",3098,1105,1359.49,0.51,0.3,1557,0.21,8.78,1.69,20424,0.04,12869,9659,3156,52,8.3,87,1.84,5.8,0.81,1870,846,0.47,0.69,0.31,412385,395114,0.77341,106,477,702,1566,367,484,715,947,61,4,287,232,116,7,240,0,0.795246,290,376,281,0.781998,0,66003.7177,94872.9938
"360010136011",1324,662,352.76,0.39,0.2,1028,0.2,7.68,1.62,18562,0.04,12148,9226,2869,53,6.7,89,4.34,7.8,1.88,1311,781,0.39,0.47,0.53,412385,395114,0.82854,57,301,179,644,116,197,331,519,3,13,447,1,46,0,8,1,0.284675,68,216,235,1.013672,0,65793.7567,91000.4845
"360010146063",2100,792,3810.95,0.6,0.35,1832,0.24,10.65,1.99,24039,0.01,15102,11375,3715,12,5.5,85,0.77,1.8,0.21,1979,946,0.8,0.86,0.14,412385,395114,0.75886,14,213,663,1302,292,362,648,204,12,6,99,55,0,15,17,0,0.76664,40,69,95,0.238876,0,47879.8389,72157.1575
"360010146072",1504,635,811.52,0.57,0.34,1779,0.23,9.61,1.89,22841,0.02,14319,10765,3530,24,6.3,86,1.43,3.2,0.78,1779,1214,0.59,0.93,0.07,412385,395114,0.75302,16,226,477,906,208,210,488,95,23,16,30,13,4,3,6,0,0.871835,38,30,27,0.137085,0,48562.018,68702.8187
"360010011001",1218,691,430.96,0.22,0.09,451,0.14,3.65,1.11,11877,0.17,8455,6363,1836,250,9.9,88,61.56,9.5,1.6,1550,451,0.02,0.09,0.91,412385,395114,0.89392,520,180,111,421,149,162,110,34545,343,2459,1096,5093,1438,1727,1100,21289,0.632764,4656,8721,21168,49,0,98655.2154,110624.0782
"360010025001",873,418,67.38,0.19,0.06,307,0.14,3.32,1.15,11031,0.11,8439,6570,1705,161,9.7,89,26.96,9.7,6.2,780,307,0,0.02,0.98,412385,395114,0.75704,319,98,18,347,118,145,84,399,36,35,197,17,4,3,107,0,0.693392,89,170,140,0.95,0,90617.9212,105317.7219
"360010148031",1541,643,21748.65,0.54,0.27,1427,0.26,10.61,2.16,25342,0,16241,12320,3917,5,6.3,82,0.13,0.4,0.03,1427,851,0.85,0.97,0.03,412385,395114,0.77196,22,217,662,957,194,293,470,233,14,4,133,9,6,8,3,56,0.62188,61,42,130,0.31444,0,15314.6741,25128.6453
"360010127003",507,300,142.25,0.38,0.19,1001,0.19,6.36,1.56,18299,0.04,11806,8917,2828,59,7.3,87,6.71,8.2,2.11,1298,767,0.25,0.44,0.56,412385,395114,0.79966,58,146,103,233,49,97,87,30,0,0,5,14,11,0,0,0,0,20,6,4,0.111111,0,65566.765,98460.2495
"360010127001",1263,657,139.07,0.43,0.25,1293,0.18,6.51,1.47,16367,0.05,10978,8367,2529,79,6.4,87,6.8,9.1,4.72,1457,1252,0.08,0.2,0.8,412385,395114,0.84867,81,276,204,679,175,252,252,434,17,13,16,374,4,4,6,0,0.322452,185,175,74,0.878543,0,60854.4311,93002.2235
"360010129002",593,370,90.27,0.23,0.06,308,0.17,3.74,1.38,15312,0.08,10342,7861,2366,111,7.1,87,25.5,9.4,4.1,1000,308,0,0.08,0.92,412385,395114,0.82474,328,261,45,336,82,135,119,425,80,51,9,9,26,0,62,188,0.793772,134,125,166,0.704809,0,65715.6283,99552.4734
"360010146075",1095,429,2080.75,0.58,0.35,1813,0.23,9.88,1.87,22450,0,14166,10696,3470,0,6.9,87,0.41,3.4,0.21,2060,1183,0.83,0.72,0.28,412385,395114,0.81138,0,74,375,560,130,148,282,540,172,26,86,20,49,187,0,0,0.842812,181,213,146,1.230068,0,64298.2462,80324.2806
"360010132001",370,213,42.73,0.35,0.19,973,0.17,4.87,1.4,14976,0.07,10417,8003,2314,97,8.4,89,11.21,9.2,4.99,1339,739,0.13,0.39,0.61,412385,395114,0.71052,72,85,129,243,86,106,51,72,35,12,5,2,12,0,6,0,0.803532,28,23,21,0.276923,0,77780.2971,110526.7688
"360010148023",855,376,15119.32,0.53,0.27,1410,0.26,10.01,2.16,25243,0,16217,12308,3901,7,4.4,81,0.14,0.9,0.02,1482,933,0.84,0.87,0.13,412385,395114,0.78985,9,90,428,292,80,89,123,58,0,0,16,2,0,0,0,40,0.662321,33,20,5,0.173134,0,5284.3786,9858.0879
"360010004041",5033,8,452.39,0.19,0.06,1197,0.21,4.01,1.67,20490,0.08,12801,9520,3167,112,9.4,89,0.14,5.2,0.02,2684,1449,0.19,1,0,412385,395114,0.99807,0,8,4,606,204,177,225,10232,30,68,248,1276,477,6838,18,1277,0.520973,1083,2009,7140,852.666667,0,74800.8343,87784.1283
"360010018012",1519,720,209.52,0.5,0.31,1596,0.19,7.59,1.56,18148,0.05,11758,8879,2805,73,9.8,87,5.13,5.7,3.44,1777,1133,0.74,0.72,0.28,412385,395114,0.86107,49,395,369,634,158,153,323,15,0,0,1,8,0,0,6,0,0,8,2,5,0.019481,0,79000.5985,98738.9763
"360957402001",1244,449,11091.7,0.51,0.26,1343,0.25,10.65,2.08,25109,0,15759,11878,3881,0,3.9,83,0.37,2.1,0.04,1482,975,0.86,0.73,0.27,412385,395114,0.80333,69,98,404,433,120,174,139,1365,508,153,80,97,109,198,148,72,0.887397,422,589,354,2.692308,0,12790.6186,21954.5037
"360910619014",1208,620,4068.62,0.62,0.39,2025,0.23,9.64,1.88,23647,0,14409,10754,3655,0,5.2,84,0.71,4.3,0.15,2522,1310,0.65,0.59,0.41,412385,395114,0.83455,79,263,517,466,117,130,219,437,11,269,35,21,85,0,16,0,0.658006,170,179,88,0.708266,0,34976.0564,57901.7434
"360910601013",1012,248,6602.03,0.63,0.35,1838,0.27,10.19,2.26,25917,0,16890,12884,4005,0,2.6,83,0.11,0.2,0.04,1838,1016,0.98,0.92,0.08,412385,395114,0.85892,0,60,207,536,134,196,206,58,1,0,16,5,36,0,0,0,0.672724,39,7,12,0.230159,0,16301.3799,29447.317
"360830409001",687,229,61.11,0.36,0.19,991,0.17,6.55,1.41,15350,0.08,10570,8049,2372,145,8,89,13.47,9.2,3.75,1315,857,0.1,0.29,0.71,412385,395114,0.72811,201,108,38,254,70,114,70,78,3,0,64,11,0,0,0,0,0.513259,17,23,38,0.27758,0,66324.223,96502.978
"360830522032",1327,498,1320.82,0.37,0.12,630,0.25,11.21,2,24801,0,15278,11445,3833,0,4.7,84,0.87,2,0.38,1112,630,0.96,0.79,0.21,412385,395114,0.75667,27,123,425,532,128,161,243,249,71,23,37,21,68,1,28,0,0.869524,133,84,32,0.452727,0,35515.3496,53052.1982
"360930202002",1159,399,194.92,0.37,0.19,983,0.18,7.65,1.44,17144,0.07,10950,8202,2650,96,8.7,88,8.3,8.5,2.05,1231,836,0.14,0.37,0.63,412385,395114,0.68073,300,344,136,606,198,255,153,1727,48,1063,352,202,49,0,11,2,0.572777,162,659,906,2.7632,0,57438.1566,88393.8856
"360930203001",631,261,92.02,0.32,0.15,802,0.16,4.81,1.36,14513,0.08,10131,7775,2243,110,8.7,88,9.35,9.1,2.84,1350,685,0.16,0.18,0.82,412385,395114,0.89141,73,298,15,220,72,72,76,473,38,2,138,161,111,0,23,0,0.803179,142,163,168,1.525806,0.0943164404479,59199.1374,91251.9108
"360930331023",1133,385,11082.7,0.52,0.27,1424,0.25,11.19,2.06,24790,0,15579,11742,3831,6,4.3,82,0.23,2.2,0.03,1526,1107,0.75,0.76,0.24,412385,395114,0.76757,2,74,493,615,143,181,291,394,31,1,24,5,22,250,61,0,0.606213,135,118,141,0.739212,0,18590.6776,31230.0074
"360930325022",1854,597,909.28,0.55,0.31,1619,0.24,10.61,1.96,23502,0.02,14825,11168,3632,24,7.2,85,1.39,1.4,0.66,1619,877,0.96,0.97,0.03,412385,395114,0.78648,10,173,510,994,246,264,484,995,417,19,21,87,62,3,283,103,0.72971,358,283,354,1.456808,0,39554.011,65355.5392
"360930330031",1685,809,526.17,0.44,0.23,1192,0.21,7.67,1.72,20585,0.03,13065,9844,3181,38,5.8,87,2.88,6.2,1.54,1430,766,0.38,0.64,0.36,412385,395114,0.84589,114,402,497,783,177,239,367,790,85,12,198,7,112,370,5,1,0.656364,271,241,278,0.821206,0,56834.5477,86103.9639
"360830404002",1061,359,113.47,0.36,0.19,996,0.17,5.89,1.39,14921,0.08,10383,7918,2306,155,8.4,88,9.41,9.2,3.16,1324,884,0.19,0.25,0.75,412385,395114,0.67873,260,162,64,432,155,163,114,789,120,18,279,86,27,198,57,4,0.798732,169,242,378,1.987406,0,71665.1248,102557.5888
"360830401004",709,366,56.65,0.37,0.19,981,0.18,5.67,1.48,16263,0.08,11120,8451,2513,152,5.6,87,8.15,9,6.46,1500,728,0.1,0.33,0.67,412385,395114,0.7674,77,133,144,320,88,136,96,368,182,10,52,10,54,0,60,0,0.780237,192,134,42,1.139319,0,52352.2841,83856.6791
"360830518003",1009,437,7540.2,0.57,0.31,1622,0.26,9.96,2.16,25442,0,16238,12303,3932,2,4.7,83,0.17,0.5,0.06,1622,1246,0.92,0.89,0.11,412385,395114,0.77719,14,104,330,496,99,160,237,37,0,4,12,8,13,0,0,0,0,14,10,13,0.085648,0,21937.3064,37385.6895
"360957401003",1038,424,9089.95,0.45,0.19,1000,0.26,9.72,2.15,25142,0,16146,12257,3886,3,2.9,82,0.41,1.3,0.05,1000,588,0.78,0.94,0.06,412385,395114,0.80229,39,196,421,509,133,172,204,175,8,0,24,4,53,0,85,1,0.693118,92,77,6,0.291667,0,17208.5682,29518.2808
"360830521021",1661,657,26626.93,0.51,0.25,1289,0.27,10.73,2.21,25579,0,16549,12590,3953,6,3.7,82,0.13,0.4,0.02,1358,756,0.85,0.89,0.11,412385,395114,0.7895,22,208,505,719,148,291,280,217,5,0,180,3,4,0,2,23,0.366024,32,108,77,0.352273,0,11506.5933,20397.7465
"360830401001",1409,445,166.94,0.38,0.18,940,0.2,8.16,1.67,19687,0.06,12691,9526,3043,119,5.4,86,4.85,7.2,2.67,1182,540,0.32,0.62,0.38,412385,395114,0.7,119,238,152,460,138,194,128,420,162,4,12,10,6,0,225,1,0.519959,142,173,105,0.873181,0,47189.0502,76836.3806
"360830410002",1185,415,155.45,0.37,0.19,985,0.18,4.4,1.46,16409,0.08,11019,8340,2536,140,6.7,89,11.54,9,2.67,1056,950,0.07,0.33,0.67,412385,395114,0.73557,111,256,200,600,185,200,215,223,16,9,118,15,1,64,0,0,0.680577,47,57,119,0.49011,0,68307.8714,95722.9468
"360830407001",1436,637,60.34,0.31,0.16,838,0.15,4.01,1.26,11738,0.12,9230,7181,1814,228,8.4,89,31.14,9.7,10.56,1549,838,0,0,1,412385,395114,0.90341,645,99,74,522,152,196,174,2005,27,284,34,323,133,465,218,521,0.869673,612,561,832,3.308581,0,72246.1165,103052.8338
"360830522031",1597,639,10721.09,0.6,0.33,1738,0.26,11.23,2.18,25606,0,16391,12430,3957,3,5,82,0.23,0.2,0.06,1738,986,0.89,0.95,0.05,412385,395114,0.78888,0,280,516,713,165,199,349,919,20,7,6,9,30,791,4,52,0.300843,177,281,461,1.287115,0,26441.2085,41016.5302
"360830518001",1427,522,11363.88,0.59,0.33,1690,0.26,11.29,2.15,25066,0,16166,12285,3874,6,3.1,82,0.3,1,0.05,1690,1036,0.73,0.93,0.07,412385,395114,0.75318,0,173,454,639,145,208,286,35,0,1,14,15,5,0,0,0,0,15,15,5,0.062057,0,13682.4857,26129.955
"360830522012",1493,533,13130.34,0.57,0.31,1606,0.26,11.81,2.17,25484,0,16324,12383,3939,3,5,82,0.23,0.4,0.04,1606,2090,0.89,0.9,0.1,412385,395114,0.77721,0,154,422,598,122,190,286,71,9,0,50,7,4,1,0,0,0.596023,22,35,14,0.133208,0,21586.2417,34338.4835
"360830524021",2571,764,7198.78,0.68,0.43,2236,0.25,11.09,2.08,24402,0,15643,11872,3771,0,6.3,86,0.21,0.6,0.11,2386,380,0.94,0.93,0.07,412385,395114,0.81088,37,172,566,1045,260,235,550,3395,781,314,223,762,298,499,489,29,0.907743,848,1299,1248,4.594046,0,55687.4613,74559.272
"360830518004",2244,829,17861.39,0.56,0.31,1593,0.25,10.85,2.05,24549,0.01,15528,11723,3794,11,4.4,82,0.24,2,0.05,1733,848,0.66,0.84,0.16,412385,395114,0.7542,0,314,601,989,220,323,446,45,9,0,26,10,0,0,0,0,0,18,19,8,0.053381,0,19748.4716,34355.3761
"360830526011",1569,639,11183.96,0.57,0.31,1626,0.25,10.83,2.09,24959,0,15821,11958,3857,5,4.8,82,0.22,1.3,0.06,1722,1014,0.81,0.86,0.14,412385,395114,0.78481,0,207,554,819,214,268,337,87,0,0,61,11,4,0,7,4,0.619065,19,26,42,0.128698,0,23489.6799,36019.6603
"360830518002",1048,387,2676.34,0.6,0.35,1810,0.25,11.2,2.07,24934,0,15661,11804,3853,4,4.3,82,0.88,1.5,0.14,1928,845,0.86,0.89,0.11,412385,395114,0.76288,2,68,254,539,130,175,234,38,0,3,12,0,0,0,0,23,0,16,14,8,0.130137,0,20221.0188,37597.0282
"360830517011",2090,727,17695.06,0.51,0.25,1306,0.26,11.5,2.16,25372,0,16235,12314,3921,0,2.9,83,0.23,1.1,0.04,1421,840,0.86,0.8,0.2,412385,395114,0.78301,24,229,423,782,166,283,333,140,52,1,50,28,5,2,2,0,0.685109,36,59,45,0.22187,0,6768.4768,14329.5967
"360830414001",2887,1222,447.26,0.42,0.23,1211,0.18,7.29,1.51,17960,0.04,11495,8637,2776,80,8,87,6.78,8.2,2.73,1673,1014,0.28,0.3,0.7,412385,395114,0.84801,172,719,452,1118,276,369,473,630,18,56,94,155,137,21,148,1,0.837371,268,218,144,0.52808,0,62253.1908,90331.5561
"360830525031",1322,505,504.79,0.5,0.28,1456,0.22,9.63,1.82,22913,0,13928,10380,3541,7,6.8,83,2.45,4.7,1,1625,819,0.64,0.79,0.21,412385,395114,0.76985,37,222,358,724,181,228,315,239,0,7,10,12,3,59,115,33,0.725664,86,74,79,0.422261,0,31329.3277,44024.0578
"360830523043",1440,526,1193.92,0.57,0.33,1715,0.24,10.59,1.95,23318,0.02,14793,11151,3604,38,6.6,85,1.1,2,0.44,1715,1031,0.81,0.95,0.05,412385,395114,0.81494,0,276,252,567,145,162,260,387,6,1,49,26,31,0,273,1,0.50714,79,216,92,0.780242,0,40975.0602,62518.0522
"360830524043",1586,532,2989.76,0.57,0.33,1715,0.24,11.03,2,23817,0,15127,11437,3681,9,7.4,86,1.68,1.2,0.18,1715,947,0.9,0.94,0.06,412385,395114,0.77269,15,165,467,763,167,214,382,343,42,0,241,23,37,0,0,0,0.668357,86,97,160,0.553226,0,52248.9053,68695.9741
"360830522034",1778,714,1055.05,0.47,0.23,1175,0.24,10.86,1.95,24255,0,14886,11137,3748,0,5.7,84,0.96,2.5,0.68,1249,752,0.85,0.85,0.15,412385,395114,0.74448,69,188,330,583,146,160,277,80,40,3,6,2,29,0,0,0,0.698401,43,17,20,0.141343,0,43348.3603,63297.6382
"360830403003",1167,434,137.76,0.42,0.23,1216,0.19,8,1.53,17377,0.07,11545,8731,2686,126,6.9,88,9.15,8.4,3.15,1576,979,0.27,0.4,0.6,412385,395114,0.78891,99,173,309,430,121,186,123,355,8,2,16,11,34,242,37,5,0.549946,91,85,179,0.705765,0,54876.4769,84285.8503
"360830521012",1330,551,15383.1,0.5,0.25,1272,0.26,10.68,2.13,25340,0,16101,12180,3916,4,4.2,82,0.09,1,0.04,1405,850,0.9,0.76,0.24,412385,395114,0.78086,9,217,494,600,123,195,282,87,11,7,49,2,12,0,5,1,0.700463,29,29,29,0.171937,0,15756.9952,26540.9374
"360830523013",1292,535,973.87,0.56,0.34,1779,0.22,8.66,1.82,22152,0.02,13838,10370,3424,43,8,86,0.83,3.9,0.55,1719,1992,0.73,0.78,0.22,412385,395114,0.77354,0,166,375,661,133,177,351,164,48,8,6,12,19,59,11,1,0.793071,58,66,40,0.312381,0,62739.0462,83687.3896
"360830411001",2167,929,597.75,0.45,0.25,1312,0.2,8.55,1.65,19549,0.04,12506,9406,3021,77,7.4,87,2.99,6.7,1.55,1596,1032,0.46,0.5,0.5,412385,395114,0.85767,50,424,451,937,248,323,366,411,77,18,194,12,80,5,24,1,0.702598,96,217,98,0.481265,0,55126.1324,78861.2561
"360830403002",717,356,49.72,0.33,0.16,828,0.17,5.6,1.43,15901,0.07,10773,8178,2458,134,7.8,88,9.09,9,7.16,889,807,0.17,0.25,0.75,412385,395114,0.64949,83,195,107,374,126,149,99,30,5,1,4,1,0,0,19,0,0,9,14,7,0.104895,0,60811.5054,90132.8766
"360830525021",2512,912,9610.64,0.61,0.36,1880,0.25,11.3,2.07,24535,0.01,15630,11826,3792,12,5.4,83,0.84,0.6,0.09,1938,1304,0.91,0.91,0.09,412385,395114,0.77313,11,295,717,1253,283,361,609,271,27,9,69,57,2,0,1,106,0.741632,92,85,94,0.276531,0,39589.4441,57542.772
"360830411002",2215,931,358.26,0.4,0.21,1071,0.2,7.59,1.63,19147,0.04,12344,9304,2959,79,7.6,88,7.71,7,2.6,1452,688,0.45,0.5,0.5,412385,395114,0.66822,239,502,253,1170,349,391,430,105,22,0,10,5,21,45,1,1,0.755455,40,21,44,0.109489,0,56115.9328,82214.405
"360830515002",973,536,316.47,0.3,0.13,673,0.17,5.86,1.4,16988,0.06,10715,7985,2625,102,9.6,89,8.81,8.4,1.69,780,673,0.31,0.36,0.64,412385,395114,0.83771,126,306,191,646,167,241,238,412,7,14,28,26,2,258,73,4,0.582777,83,142,187,0.719023,0.39587925839,72083.6727,89175.726
"360830516001",2626,943,359.24,0.38,0.2,1061,0.18,7.59,1.46,18081,0.02,11184,8347,2794,42,9.7,88,8.86,7.9,2.62,1288,866,0.39,0.46,0.54,412385,395114,0.76929,279,435,458,1506,373,580,553,233,6,4,23,81,34,52,33,0,0.84911,80,83,70,0.215342,0,72557.799,91964.5162
"360830516004",2923,1464,568.62,0.47,0.28,1438,0.19,7.34,1.55,19250,0.03,11875,8844,2975,55,9,87,6.06,7.5,2.57,1498,1383,0.34,0.47,0.53,412385,395114,0.85687,77,594,727,514,99,225,190,31,4,10,5,7,5,0,0,0,0,9,18,4,0.023238,0,60749.1451,80579.097
"360830519012",1794,592,10825.48,0.57,0.31,1597,0.26,11.59,2.16,25244,0,16213,12311,3901,0,3.9,83,0.23,0.9,0.05,1701,738,0.89,0.89,0.11,412385,395114,0.75537,25,103,500,840,205,258,377,287,2,8,42,15,1,206,0,13,0.497353,77,88,122,0.484797,0,25795.8124,45909.8368
"360830519013",399,173,167.71,0.51,0.28,1092,0.24,9.69,1.95,23251,0,14718,11120,3593,4,4.5,85,2.57,2.7,1.03,1456,1250,0.86,1,0,412385,395114,0.80789,10,8,161,172,45,43,84,7,0,0,6,0,1,0,0,0,0,1,2,4,0.041176,0,33161.0973,57319.0588
"360830525022",941,440,6434.87,0.57,0.33,1702,0.24,9.44,2.01,24202,0,15243,11495,3740,7,5.4,83,1.03,2.3,0.07,1702,1250,0.61,0.91,0.09,412385,395114,0.79204,0,129,378,528,104,172,252,613,72,54,361,116,6,2,2,0,0.603858,109,216,288,1.266529,0,32597.5468,48276.4822
