"GEOID","population","households","acreage","pct.housing.transpo.typical.income.household","pct.housing.typical.income","housing.cost","pct.transpo.typical.income.household","household.co2","autos.typical.income.household","typical.income.household.mileage","pct.transit.commuters.typical.income.household","typical.income.household.transpo.cost","typical.income.household.auto.ownership.cost","typical.income.household.mileage.cost","typical.income.household.transit.trips","overall.employment.index","employment.mix.index","housing.units.per.acre","walkable.index","gross.household.density","median.monthly.homeowner.cost","median.monthly.rent","pct.single.fam","pct.owner.occupied","pct.renter.occupied","cbsa.total.employ","cbsa.total.workers","pct.working.age","zero.auto","one.auto","two.plus.auto","num.workers.home","low.wage.workers.home","med.wage.workers.home","hi.wage.workers.home","total.employ","retail.jobs","office.jobs","industrial.jobs","service.jobs","entertainment.jobs","education.jobs","healthcare.jobs","public.admin.jobs","job.type.mix","low.wage.workers.work","med.wage.workers.work","hi.wage.workers.work","jobs.per.household","pct.bg.employ.near.transit","jobs.within.45.drive","workers.within.45.drive"
"360010138022",601,250,346.37,0.6,0.37,1866,0.24,10.85,1.94,24130,0.02,14573,9059,5474,30,8.1,67,1.46,2.5,0.72,1866,NA,1,1,0,412385,395114,0.77579,0,82,204,465,114,134,217,1,0,0,1,0,0,0,0,0,0,1,0,0,0.003546,0,65418.8547,89286.3117
"360010138023",1620,611,543.25,0.51,0.26,1351,0.24,11.29,1.93,25236,0.02,14778,9019,5725,26,7.9,67,1.78,2.9,1.12,1310,2001,0.96,0.94,0.06,412385,395114,0.7814,0,197,420,1016,251,259,506,53,6,0,30,16,1,0,0,0,0.725125,25,17,11,0.087894,0,59650.6985,80996.6916
"360010139012",1615,594,658.86,0.5,0.28,1418,0.22,9.94,1.84,21956,0.05,13666,8591,4981,70,9,69,1.68,3.3,0.9,1508,921,0.88,0.85,0.15,412385,395114,0.78954,12,217,367,773,161,288,324,4699,1156,450,2138,470,312,11,136,26,0.713543,1238,1461,2000,8.101724,0,81208.599,98537.7325
"360010140011",2893,1356,490.36,0.44,0.25,1289,0.19,7.04,1.53,17832,0.08,11340,7141,4045,115,9.2,70,4.03,7.7,2.77,1779,998,0.32,0.37,0.63,412385,395114,0.86013,139,763,574,1257,314,370,573,2351,1010,181,38,137,412,553,14,6,0.713684,1176,747,428,1.759731,0,84613.8802,101363.9905
"360010139021",1729,702,231.43,0.52,0.3,1556,0.21,9.35,1.74,20597,0.05,12918,8151,4673,71,8.9,68,2.9,5.4,3.03,1545,1595,0.79,0.78,0.22,412385,395114,0.81609,36,223,394,1075,278,294,503,965,57,55,8,180,8,328,329,0,0.748604,447,308,210,1.522082,0,78754.7685,95640.2232
"360010139022",1114,462,154.81,0.51,0.29,1487,0.22,9.79,1.8,21240,0.05,13326,8413,4819,71,9.1,69,2.94,4.2,2.98,1487,NA,0.97,0.97,0.03,412385,395114,0.80039,10,169,247,381,91,127,163,596,54,11,162,287,0,0,81,1,0.713922,220,216,160,1.429257,0,78762.1346,94497.7979
"360010139023",2499,1068,731.07,0.49,0.29,1459,0.21,8.54,1.73,20188,0.06,12786,8094,4580,84,9.1,69,2.48,5.1,1.46,1544,1260,0.71,0.7,0.3,412385,395114,0.80645,13,615,604,1262,296,383,583,3529,364,375,264,528,617,318,106,957,0.928933,1039,1121,1369,2.963056,0,84382.098,101773.8808
"360010140013",626,305,256.48,0.46,0.25,1288,0.21,8.79,1.74,20723,0.08,12965,8115,4701,112,9.4,71,3.63,4.1,1.19,1229,1513,0.89,0.79,0.21,412385,395114,0.82597,65,195,86,288,81,89,118,3319,815,124,427,378,49,2,634,890,0.824613,1105,1075,1139,9.996988,0,95502.3471,113499.4037
"360010140021",966,307,79.28,0.41,0.22,1102,0.19,9.16,1.57,18744,0.09,11758,7346,4252,120,9.4,71,4.35,7.2,3.87,1379,763,0.59,0.55,0.45,412385,395114,0.80752,6,193,120,315,77,114,124,173,70,1,33,3,66,0,0,0,0.714452,79,72,22,0.569079,0,90651.0143,107454.7903
"360010140022",1829,672,197.06,0.47,0.27,1379,0.2,8.82,1.66,19831,0.07,12364,7742,4499,93,9.3,70,3.95,6.3,3.41,1469,1090,0.72,0.76,0.24,412385,395114,0.80666,67,222,460,1082,262,348,472,89,23,18,13,2,17,15,1,0,0.876685,36,37,16,0.12259,0,80289.3037,97042.8337
"360010140023",1079,450,193.67,0.44,0.23,1199,0.2,8.97,1.65,20053,0.08,12394,7703,4549,107,9.4,71,4.73,6.1,2.32,1355,883,0.7,0.67,0.33,412385,395114,0.78215,22,209,321,585,152,227,206,148,19,7,30,42,12,34,3,1,0.838299,51,40,57,0.281369,0,89606.3284,108980.4117
"360010141001",1402,488,469.26,0.62,0.39,2001,0.22,10.24,1.79,23147,0.05,13700,8362,5251,66,9.2,70,1.54,3.9,1.04,2040,1602,0.85,0.91,0.09,412385,395114,0.73568,0,145,335,812,207,182,423,91,0,13,18,32,0,0,24,4,0.903975,22,44,25,0.196121,0,74287.6673,94591.2631
"360010141002",1487,810,425.44,0.51,0.32,1640,0.19,7.04,1.56,19632,0.06,11868,7304,4454,83,9,69,5.28,7.7,1.9,2394,1153,0.29,0.39,0.61,412385,395114,0.87668,84,529,251,700,145,176,379,35,0,11,5,3,1,0,15,0,0,13,14,8,0.04305,0,67251.3837,86585.1383
"360010141003",1865,665,1496.2,0.72,0.49,2511,0.23,10.23,1.83,22926,0.06,13859,8557,5201,77,9.2,70,1,3.1,0.44,2511,NA,0.79,0.97,0.03,412385,395114,0.7269,0,183,506,697,152,136,409,1096,6,81,28,97,116,45,166,557,0.734793,205,259,632,1.635821,0,52601.8281,69497.8846
"360010141004",727,260,1663.98,0.89,0.64,3268,0.25,10.77,2,24870,0.03,15047,9343,5642,47,8.5,68,0.81,1.3,0.16,3268,NA,1,1,0,412385,395114,0.76307,0,0,360,355,73,86,196,1138,354,24,20,25,35,0,678,2,0.527419,452,458,228,3.270115,0,65540.6116,86173.8299
"360010142011",1611,538,310.72,0.48,0.28,1414,0.2,8.58,1.63,20199,0.08,12354,7631,4582,105,9.3,70,3.55,6.5,1.73,1787,850,0.55,0.6,0.4,412385,395114,0.79927,43,160,339,764,159,165,440,1300,209,650,31,67,71,5,260,7,0.679292,309,476,515,2.47619,0,56041.7436,74453.5199
"360010142012",1002,412,208.41,0.54,0.31,1603,0.23,9.71,1.82,24143,0.04,14073,8519,5477,58,9.1,69,2.61,3.8,1.98,1603,NA,0.97,0.97,0.03,412385,395114,0.748,0,99,394,695,147,161,387,27,0,5,0,8,13,1,0,0,0,13,8,6,0.055901,0,56370.8219,75665.0473
"360010144021",1601,699,422.86,0.46,0.24,1203,0.23,9.92,1.77,24743,0.02,13902,8249,5613,30,6.4,66,3.43,6.1,1.65,1428,859,0.51,0.6,0.4,412385,395114,0.74501,44,237,455,635,162,233,240,193,18,6,7,15,41,0,5,101,0.724914,84,53,56,0.312804,0,26089.4359,40966.0369
"360010142013",2159,799,1094.87,0.53,0.31,1605,0.22,9.96,1.77,22304,0.06,13441,8274,5060,80,8.9,69,1.53,4.6,0.73,1855,1102,0.64,0.67,0.33,412385,395114,0.71987,11,166,656,893,202,211,480,808,524,17,20,43,170,0,34,0,0.597753,338,399,71,1.008739,0,57854.9414,77357.8114
"360010142021",1244,577,256.92,0.43,0.23,1188,0.2,8.22,1.61,19728,0.07,12121,7508,4475,103,9,69,3.54,7.1,2.25,1473,867,0.45,0.53,0.47,412385,395114,0.80129,77,343,313,755,188,179,388,1291,221,104,66,218,77,15,224,366,0.884183,467,336,488,1.868307,0,58450.3832,77783.9996
"360010142022",1215,468,149.52,0.55,0.34,1715,0.21,9.51,1.72,21098,0.06,12959,8057,4786,87,8.8,68,3.14,5.6,3.13,1715,NA,0.81,0.94,0.06,412385,395114,0.7971,0,132,314,647,151,147,349,10,0,0,3,7,0,0,0,0,0,6,2,2,0.023148,0,58054.5111,77698.686
"360010142023",2303,902,731.2,0.62,0.4,2025,0.22,10.11,1.82,22644,0.04,13698,8488,5137,54,8.5,68,1.52,4,1.23,2253,932,0.8,0.83,0.17,412385,395114,0.72296,26,230,669,1076,255,231,590,148,0,5,18,11,0,81,31,2,0.714029,41,45,62,0.168373,0,52353.094,70468.0101
"360010145021",914,280,8775.78,0.66,0.4,2024,0.27,13.51,2.12,28782,0.01,16462,9907,6529,19,7.2,67,0.08,0.4,0.03,2024,NA,0.98,1,0,412385,395114,0.77502,0,124,270,430,104,126,200,114,2,0,36,5,38,32,1,0,0.745884,36,45,33,0.300792,0,40019.7334,56469.249
"360010142024",1151,478,784.98,0.59,0.36,1859,0.22,9.92,1.78,23899,0.03,13778,8294,5422,47,8.5,68,3.17,5,0.61,2226,1450,0.54,0.53,0.47,412385,395114,0.72474,15,137,378,349,75,84,190,200,0,0,152,3,0,0,44,1,0.455291,12,68,120,0.396825,0,49790.5531,67632.3018
"360010145022",1576,607,9993.16,0.57,0.31,1595,0.26,12.43,2.05,28490,0.01,16086,9599,6463,18,6.6,66,0.27,1.1,0.06,1698,724,0.85,0.89,0.11,412385,395114,0.78934,28,232,432,843,190,248,405,164,25,0,120,10,9,0,0,0,0.609654,40,62,62,0.25192,0,28698.9414,41951.2681
"360010142031",1646,666,284.46,0.65,0.44,2227,0.22,9.35,1.77,21728,0.05,13292,8262,4929,76,9.1,69,2.53,4.8,2.34,2227,NA,0.85,0.91,0.09,412385,395114,0.7157,25,224,344,640,120,122,398,412,0,3,8,38,22,333,7,1,0.382638,103,130,179,0.711572,0,55260.6823,73961.3356
"360010145023",1168,404,3014.32,0.54,0.3,1521,0.24,11.1,1.93,26119,0.02,14961,9000,5925,28,7.8,67,0.46,2.4,0.13,1789,1015,0.71,0.65,0.35,412385,395114,0.79091,19,147,197,443,78,160,205,99,50,0,10,14,8,0,17,0,0.844406,48,41,10,0.284483,0,43072.6466,59881.8298
"360010142032",1370,463,266.49,0.7,0.47,2400,0.23,11.09,1.84,24600,0.04,14231,8583,5581,51,8.9,69,2.1,3.6,1.74,2400,NA,0.97,0.95,0.05,412385,395114,0.75236,17,111,360,896,210,194,492,90,0,1,1,14,0,63,11,0,0.556728,25,33,32,0.186335,0,54014.2198,72841.8417
"360010146075",1228,542,2080.75,0.61,0.37,1900,0.24,10.74,1.96,24937,0.01,14823,9144,5657,16,7.8,67,0.41,2.1,0.26,2126,887,0.91,0.82,0.18,412385,395114,0.81138,0,74,375,560,130,148,282,540,172,26,86,20,49,187,0,0,0.842812,181,213,146,1.230068,0,64298.2462,80324.2806
"360010142033",690,280,126.85,0.63,0.41,2075,0.22,10.32,1.82,22641,0.05,13723,8500,5136,65,9,69,2.22,3.9,2.21,2075,NA,1,0.94,0.06,412385,395114,0.78193,11,50,204,378,91,91,196,67,2,0,1,1,0,63,0,0,0.207906,47,16,4,0.255725,0,54245.7586,72812.9506
"360010146111",693,311,2322.73,0.67,0.43,2190,0.24,10.95,1.91,25666,0.02,14781,8928,5823,23,7.8,67,1.06,2.5,0.13,2190,NA,0.7,0.96,0.04,412385,395114,0.81699,13,67,276,439,101,110,228,143,0,0,68,8,62,0,3,2,0.632459,34,55,54,0.41092,0,51026.5777,67990.2849
"360010142034",741,432,161.38,0.6,0.39,2016,0.21,7.54,1.67,20662,0.06,12620,7820,4687,84,8.9,69,2.99,6.4,2.68,2533,903,0.64,0.68,0.32,412385,395114,0.77194,0,155,262,377,92,74,211,342,44,9,173,32,26,0,54,4,0.753029,111,121,110,0.840295,0,56381.8593,75515.1616
"360010142035",1262,603,1891.59,0.57,0.35,1772,0.22,9.72,1.77,23243,0.05,13651,8292,5273,64,8.8,68,3.01,4.4,0.32,2097,1177,0.52,0.65,0.35,412385,395114,0.79138,46,378,359,662,131,123,408,568,7,29,30,231,0,234,33,4,0.664397,247,146,175,0.768606,0,57404.3621,76938.2024
"360010143011",1090,384,2112.02,0.52,0.26,1352,0.25,12.47,1.96,27633,0.02,15472,9164,6269,29,7.9,67,0.75,2,0.18,1519,708,0.84,0.79,0.21,412385,395114,0.776,33,47,285,440,100,135,205,725,59,4,2,14,0,644,1,1,0.230598,119,209,397,2.083333,0,38006.4997,53644.9695
"360010143021",3273,1043,1359.87,0.67,0.43,2204,0.24,12.13,1.88,25680,0.03,14643,8770,5826,36,8.3,67,1.27,3.2,0.77,2373,978,0.84,0.88,0.12,412385,395114,0.69288,32,196,838,1094,236,247,611,152,46,0,10,78,0,1,17,0,0.721478,48,36,68,0.145455,0,42191.6375,58579.5055
"360010143023",1747,697,491.17,0.65,0.42,2150,0.23,10.15,1.8,23444,0.04,13800,8407,5318,56,8.4,67,2.14,4.8,1.42,2150,NA,0.73,0.96,0.04,412385,395114,0.74398,19,196,432,836,172,187,477,46,0,2,1,11,19,0,13,0,0,19,18,9,0.073718,0,50372.539,68846.6594
"360010143024",2278,846,7821.81,0.58,0.33,1696,0.25,12.1,1.93,26792,0.02,15141,9018,6078,34,8.1,67,1.13,2.3,0.11,1806,1327,0.7,0.77,0.23,412385,395114,0.75193,19,288,587,1072,241,264,567,598,2,1,549,40,0,0,6,0,0.208354,14,75,509,0.696158,0,39446.9352,54347.1849
"360010144022",1666,673,438.88,0.47,0.24,1214,0.23,10.55,1.77,25165,0.02,14035,8290,5709,27,6.4,66,3.54,5.8,1.53,1435,750,0.61,0.68,0.32,412385,395114,0.76547,98,288,388,958,237,329,392,173,11,28,17,27,42,0,24,24,0.965891,84,57,32,0.240278,0,24868.9503,39352.3279
"360010145011",1821,747,10586.71,0.61,0.35,1807,0.26,11.58,2.03,27115,0.01,15671,9497,6151,17,7.5,67,0.28,1.2,0.07,1930,781,0.88,0.89,0.11,412385,395114,0.77644,12,141,695,1164,248,300,616,293,1,5,59,40,72,55,15,46,0.858481,94,117,82,0.362624,0,36409.8795,51285.7864
"360010145012",427,175,3060.29,0.67,0.42,2164,0.24,11.13,1.94,25580,0.02,14930,9083,5803,34,8.3,67,0.08,1.9,0.06,2791,962,0.68,0.66,0.34,412385,395114,0.79255,0,0,179,176,44,51,81,369,3,3,27,21,53,245,17,0,0.5782,140,85,144,2.30625,0,43978.0774,59415.1315
"360010145031",1450,561,1056.43,0.55,0.32,1624,0.23,10.54,1.85,24448,0.02,14244,8663,5546,26,7.5,67,1.06,3.7,0.53,1934,951,0.69,0.68,0.32,412385,395114,0.77272,9,173,450,597,157,166,274,457,12,66,310,37,19,0,12,1,0.556562,74,106,277,0.760399,0,37490.5431,53132.4764
"360010146112",1186,525,1583.23,0.57,0.34,1761,0.23,10.44,1.82,23830,0.02,13962,8521,5406,26,7.4,66,0.67,4.3,0.33,2475,1169,0.52,0.45,0.55,412385,395114,0.74738,18,242,214,526,134,144,248,137,8,21,13,16,43,0,34,2,0.873053,60,47,30,0.316397,0,50720.6719,71418.6117
"360010145032",1352,517,312.37,0.55,0.31,1594,0.24,10.42,1.89,24518,0.01,14418,8829,5562,20,7.6,67,1.96,3.4,1.66,1638,950,0.97,0.94,0.06,412385,395114,0.75392,0,152,372,758,187,202,369,120,42,8,8,22,26,1,13,0,0.848738,81,28,11,0.234834,0,39676.8089,55599.6701
"360010146133",844,407,3281.81,0.46,0.23,1158,0.24,10.45,1.87,25023,0.01,14443,8740,5677,20,6.7,66,1.37,3.5,0.12,1490,730,0.47,0.56,0.44,412385,395114,0.80434,28,215,166,485,100,143,242,113,0,0,65,8,23,0,17,0,0.803971,38,28,47,0.286076,0,40996.676,60106.1543
"360010146061",775,258,323.04,0.68,0.44,2233,0.24,11.72,1.95,24598,0.01,14712,9105,5580,20,7.4,66,0.95,2.6,0.8,2233,NA,0.97,1,0,412385,395114,0.75407,0,30,210,294,86,59,149,419,159,8,147,51,16,0,38,0,0.786643,124,121,174,1.782979,0,50478.152,72165.7344
"360010147001",1033,423,11317.94,0.6,0.34,1726,0.27,12.39,2.08,29265,0.01,16358,9697,6639,16,5.5,66,0.08,0.9,0.04,1829,1161,0.83,0.85,0.15,412385,395114,0.77869,0,137,335,511,107,159,245,21,0,0,10,2,9,0,0,0,0,14,6,1,0.04918,0,17411.3783,29350.1683
"360010146062",915,371,236.92,0.55,0.33,1687,0.22,9.65,1.8,22841,0.02,13632,8406,5182,34,8,67,2.07,5,1.57,1712,1333,0.74,0.94,0.06,412385,395114,0.78417,0,132,243,361,63,90,208,7,0,0,0,7,0,0,0,0,0,2,3,2,0.019074,0,57104.284,86165.2526
"360010147002",1596,609,15410.02,0.55,0.28,1450,0.27,12.67,2.09,29390,0.01,16470,9783,6667,15,5.8,66,0.25,0.8,0.04,1483,947,0.89,0.94,0.06,412385,395114,0.76793,57,70,529,727,153,243,331,30,2,10,8,7,0,0,3,0,0,12,11,7,0.050083,0,17824.2326,29375.1903
"360010146063",1896,726,3810.95,0.6,0.35,1798,0.24,11.41,1.95,25558,0.02,14947,9118,5798,23,7.7,67,0.77,2.3,0.19,1878,911,0.79,0.92,0.08,412385,395114,0.75886,14,213,663,1302,292,362,648,204,12,6,99,55,0,15,17,0,0.76664,40,69,95,0.238876,0,47879.8389,72157.1575
"360010146071",719,278,1076.88,0.56,0.31,1605,0.25,11.14,2,25041,0.01,15049,9340,5681,21,7.7,66,1.01,1.8,0.26,1605,NA,0.96,1,0,412385,395114,0.77106,32,42,220,323,75,65,183,633,40,41,40,71,77,1,66,297,0.783342,173,181,279,2.236749,0,53819.4566,71632.7017
"360010146072",1876,688,811.52,0.59,0.36,1864,0.22,10.78,1.83,23044,0.02,13788,8527,5228,25,7.5,66,1.43,4.5,0.85,1961,1186,0.66,0.88,0.13,412385,395114,0.75302,16,226,477,906,208,210,488,95,23,16,30,13,4,3,6,0,0.871835,38,30,27,0.137085,0,48562.018,68702.8187
"360010146073",2366,964,717.19,0.59,0.37,1871,0.23,9.84,1.83,23184,0.02,13850,8551,5259,30,7.9,67,2.05,4.4,1.34,2261,898,0.77,0.71,0.29,412385,395114,0.73944,112,223,653,873,180,196,497,364,29,7,5,296,0,0,26,1,0.395871,252,86,26,0.378378,0,50604.4864,76065.7291
"360010148011",2224,987,23888.1,0.54,0.27,1400,0.27,12.25,2.09,29373,0.01,16440,9755,6664,16,5.8,66,0.32,0.8,0.04,1453,842,0.88,0.91,0.09,412385,395114,0.80297,72,329,965,1151,234,420,497,82,16,0,30,10,14,0,12,0,0.948385,36,35,11,0.085506,0,17239.6601,27672.2211
"360010146074",1872,725,812.68,0.68,0.44,2241,0.24,10.49,1.92,24375,0.02,14550,8992,5530,22,7.7,66,1.34,2.9,0.89,2241,NA,0.93,0.98,0.02,412385,395114,0.73751,17,149,609,1371,295,341,735,135,10,1,57,10,10,0,47,0,0.751273,27,76,32,0.178336,0,46724.2317,69334.9105
"360010146081",2503,401,550.49,0.51,0.29,1498,0.22,8.11,1.79,21516,0.08,13381,8354,4881,109,9.4,71,2.41,3.1,0.73,1581,1245,0.94,0.75,0.25,412385,395114,0.92102,0,151,262,449,137,104,208,4656,1190,140,74,773,707,1,371,1400,0.802577,1624,1279,1753,11.847328,0,88777.2612,107251.1356
"360010148012",575,223,17090.75,0.63,0.35,1802,0.28,12.12,2.23,28887,0.01,17020,10442,6553,18,4.7,66,0.08,0.2,0.01,1802,NA,0.95,0.95,0.05,412385,395114,0.78431,8,76,180,268,61,92,115,349,0,0,3,2,2,300,0,42,0.301294,85,117,147,1.68599,0,8409.2233,14604.6536
"360010146082",1932,849,441.28,0.47,0.25,1299,0.21,8.73,1.76,20799,0.04,13016,8232,4718,49,8.4,67,1.99,5.4,1.92,1512,801,0.71,0.7,0.3,412385,395114,0.80225,27,310,435,1008,254,260,494,1232,70,155,56,610,171,2,164,4,0.713583,407,518,307,1.64486,0,70996.079,89769.9804
"360010148021",418,204,8219.11,0.53,0.27,1364,0.27,10.73,2.15,27798,0.02,16376,10040,6306,22,4.4,66,0.09,0.7,0.02,1364,NA,0.84,0.84,0.16,412385,395114,0.86865,0,109,202,196,40,60,96,81,0,6,2,57,15,1,0,0,0.557965,32,26,23,0.532895,0,8248.4733,13816.4108
"360010146091",802,383,292.43,0.46,0.26,1308,0.2,7.67,1.67,18997,0.07,12249,7804,4310,101,8.9,68,1.68,6.4,1.31,1625,979,0.46,0.51,0.49,412385,395114,0.84065,19,233,239,469,94,137,238,494,22,7,18,176,210,0,59,2,0.681948,240,185,69,1.073913,0,77944.706,98219.3864
"360010148022",703,268,15998.7,0.6,0.33,1680,0.27,12.27,2.17,28919,0.02,16745,10154,6560,22,4.2,66,0.13,0.5,0.02,1680,NA,0.82,0.93,0.07,412385,395114,0.78823,11,129,288,258,78,74,106,52,0,4,29,11,4,0,4,0,0.774287,17,16,19,0.185053,0,7129.1048,12581.0599
"360010146092",1607,707,452.35,0.49,0.28,1433,0.21,8.71,1.7,20188,0.07,12645,7931,4580,101,9.3,70,2.34,5.4,1.56,1433,NA,0.72,0.93,0.07,412385,395114,0.823,49,479,290,769,157,203,409,1292,88,184,29,152,333,9,247,250,0.873178,396,425,471,1.631313,0,81399.2934,101557.4967
"360010148023",800,316,15119.38,0.49,0.23,1151,0.27,11.11,2.15,28126,0.02,16468,10057,6381,23,4.1,66,0.14,0.7,0.02,1200,935,0.81,0.81,0.19,412385,395114,0.78985,9,90,428,292,80,89,123,58,0,0,16,2,0,0,0,40,0.662321,33,20,5,0.173134,0,5284.3786,9858.0879
"360010146093",2326,1195,855.77,0.45,0.25,1267,0.2,8.29,1.61,19641,0.06,12099,7534,4456,82,8.9,68,7.52,7.3,1.4,1541,1079,0.28,0.41,0.59,412385,395114,0.88077,29,661,534,1269,286,343,640,824,0,110,26,587,5,0,95,1,0.506572,445,129,250,0.742342,0,72294.5496,91728.6889
"360010146121",1522,644,759.32,0.52,0.29,1497,0.23,10.22,1.82,24453,0.02,14068,8488,5547,25,7.1,67,1.53,4.7,0.85,1780,841,0.62,0.7,0.3,412385,395114,0.77093,27,236,449,757,167,202,388,131,3,31,26,11,24,0,36,0,0.905477,53,49,29,0.193787,0,29210.7749,44903.282
"360010146131",700,297,7984.2,0.72,0.45,2320,0.27,11.71,2.12,28421,0.01,16364,9898,6447,14,7.1,67,0.08,0.5,0.04,2507,1155,1,0.86,0.14,412385,395114,0.82183,0,52,315,474,107,132,235,272,14,1,31,12,2,7,205,0,0.463518,72,150,50,0.770538,0,28426.3268,44300.2411
"360010146132",1537,474,5515.42,0.58,0.32,1656,0.25,12.12,2.02,26794,0.01,15523,9433,6078,9,6.8,66,0.38,1.5,0.09,1656,NA,0.83,0.91,0.09,412385,395114,0.7957,0,145,332,455,133,130,192,712,15,39,484,100,2,35,5,32,0.537331,130,256,326,1.715663,0,38168.1458,54831.7625
"360010146141",1396,390,613.44,0.8,0.55,2823,0.25,13.18,1.96,26057,0.02,15090,9137,5911,32,8.4,67,0.77,2.4,0.64,2823,NA,0.97,1,0,412385,395114,0.65297,12,45,295,639,161,148,330,8,0,4,2,1,1,0,0,0,0,6,1,1,0.023055,0,51774.7087,68267.6672
"360010146142",816,378,170.99,0.51,0.29,1487,0.22,8.58,1.84,22054,0.03,13681,8619,5003,44,8.4,67,2.41,3.8,2.21,1487,NA,1,0.82,0.18,412385,395114,0.805,0,135,273,388,80,108,200,109,48,10,22,18,0,0,11,0,0.88986,31,45,33,0.273869,0,71961.537,92122.5694
"360010148031",1538,674,21748.65,0.56,0.29,1479,0.27,12.08,2.15,28019,0.01,16449,10068,6356,18,4.9,66,0.13,0.7,0.03,1479,NA,0.87,0.96,0.04,412385,395114,0.77196,22,217,662,957,194,293,470,233,14,4,133,9,6,8,3,56,0.62188,61,42,130,0.31444,0,15314.6741,25128.6453
"360010146143",1487,784,152.07,0.43,0.25,1254,0.18,7.16,1.52,18267,0.05,11334,7106,4144,63,8,67,8.87,8.5,5.16,1776,1171,0.17,0.14,0.86,412385,395114,0.80038,33,522,292,605,138,129,338,1620,31,43,0,50,66,1412,13,5,0.301201,429,478,713,2.103896,0,66678.4908,84962.6602
"360010146144",1773,624,763.44,0.68,0.46,2329,0.23,10.42,1.86,22684,0.03,13888,8682,5146,44,8.5,67,4.43,3.4,0.82,2574,964,0.84,0.85,0.15,412385,395114,0.77893,24,186,602,788,173,206,409,258,21,99,20,46,61,0,11,0,0.866671,122,85,51,0.327827,0,61093.9128,78980.5375
"360010146151",2628,1169,1448.56,0.47,0.27,1373,0.2,8.5,1.64,20778,0.03,12451,7675,4714,47,7.9,67,6.59,7.2,0.81,2508,1123,0.2,0.18,0.82,412385,395114,0.86015,97,623,614,947,233,229,485,1023,213,143,52,47,109,10,447,2,0.7466,387,425,211,0.860387,0,60043.3693,77949.7719
"360830518004",2183,920,17861.39,0.56,0.3,1515,0.26,11.16,2.07,27454,0.02,15915,9651,6228,27,5,66,0.24,1.5,0.05,1593,851,0.73,0.89,0.11,412385,395114,0.7542,0,314,601,989,220,323,446,45,9,0,26,10,0,0,0,0,0,18,19,8,0.053381,0,19748.4716,34355.3761
"360830519011",1201,494,8715.3,0.48,0.22,1146,0.25,11.08,2.04,26631,0.02,15586,9511,6041,25,4.6,65,0.82,2,0.06,1453,682,0.65,0.6,0.4,412385,395114,0.77719,44,119,399,666,152,211,303,341,67,0,89,12,37,96,1,39,0.848444,133,97,111,0.655769,0,20144.7112,37846.0906
"360830519012",1943,660,10825.48,0.6,0.33,1686,0.26,12.58,2.07,28826,0.01,16237,9681,6539,13,5.7,66,0.23,1.1,0.06,1806,693,0.88,0.89,0.11,412385,395114,0.75537,25,103,500,840,205,258,377,287,2,8,42,15,1,206,0,13,0.497353,77,88,122,0.484797,0,25795.8124,45909.8368
"360830401001",1439,472,166.94,0.36,0.17,855,0.19,7.31,1.58,19166,0.05,11811,7362,4348,76,6.7,66,4.85,8.1,2.83,1169,516,0.23,0.52,0.48,412385,395114,0.7,119,238,152,460,138,194,128,420,162,4,12,10,6,0,225,1,0.519959,142,173,105,0.873181,0,47189.0502,76836.3806
"360830401002",1396,414,106.85,0.44,0.24,1210,0.2,9.08,1.67,20101,0.05,12453,7799,4560,70,6.9,66,9.8,7.2,3.87,1524,645,0.54,0.64,0.36,412385,395114,0.66231,141,153,146,336,76,152,108,30,0,0,4,0,23,0,3,0,0,9,14,7,0.070755,0,46402.3001,75813.4865
"360830401003",272,151,38.29,0.42,0.23,1154,0.19,7,1.57,19119,0.07,11797,7327,4337,100,6.8,66,8.43,8.1,3.94,1576,737,0.38,0.5,0.5,412385,395114,0.75856,54,49,204,386,124,116,146,181,0,23,0,2,58,0,97,1,0.645957,114,47,20,0.613559,0,50847.3617,82323.8729
"360830401004",571,330,56.65,0.39,0.21,1055,0.18,6.14,1.46,17819,0.08,11015,6823,4042,113,6.9,66,8.15,8.8,5.83,1425,775,0.15,0.43,0.57,412385,395114,0.7674,77,133,144,320,88,136,96,368,182,10,52,10,54,0,60,0,0.780237,192,134,42,1.139319,0,52352.2841,83856.6791
"360830401005",804,265,38.33,0.41,0.23,1183,0.18,7.37,1.45,17553,0.08,10883,6755,3982,110,7,66,9.11,9,6.91,2043,915,0.13,0.24,0.76,412385,395114,0.75,47,148,170,250,81,90,79,25,0,0,0,7,6,0,12,0,0,12,9,4,0.076453,0,53280.3898,84835.0979
"360830402001",991,393,47.83,0.4,0.22,1134,0.18,7.35,1.46,17576,0.07,10925,6800,3987,103,7.1,66,8.46,8.9,8.22,1332,1020,0.17,0.36,0.64,412385,395114,0.77428,72,243,110,290,69,130,91,103,12,2,57,10,3,0,19,0,0.723116,35,28,40,0.303835,0,54763.5538,86460.348
"360830402002",1059,490,42.34,0.35,0.17,873,0.18,5.9,1.47,17655,0.07,10996,6854,4005,103,7.1,66,16.31,8.9,11.57,1223,701,0.22,0.33,0.67,412385,395114,0.83875,189,136,153,266,65,125,76,310,0,207,0,20,55,17,11,0,0.640587,72,95,143,0.70615,0,55945.9801,87847.2443
